character	value	profanities	line	profanityList
Other	56	0	Ladies and Gentlemen, give it up for JIMMY!  Thank you! Wow. What a terrific audience.  I know what most of you are thinking. Hey, uh-that guy stole my show...  Wow, what a great audience. And how about this Michael Jackson guy, huh? I mean, come on...  Wow, what a great audience.  Uh... l... lights, please?	[]
Butters	2	0	Hey Jimmy.	[]
Other	5	0	Butters, w-where is everybody?	[]
Butters	22	0	Oh yeah, well, about that... Christopher Reeve came to town to do some kind of show, and everyone went to see him.	[]
Other	4	0	Christopher Reeve? Christopher Reeve?!	[]
Butters	9	0	You know, Christopher Reeve, the guy who played Superman.	[]
Other	16	0	I know who he is! But why is everyone ditching my comedy show to see him?!	[]
Butters	28	1	Ww-well, because he got crippled, but now he can move his finger. He is an inspiration to us all. That's why everyone ditched on your show.	['crippled']
Other	6	0	So then, how come you came?	[]
Butters	12	0	Well, because I said I would. Oh, I'm a dork, huh?	[]
Other	18	0	And so without further ado, here's the most courageous, most amazing man on the planet, Christopher Reeve.	[]
Other	24	0	Thank you, thank you, wow, what a great audience.  I just flew into South Park.  Used to be I didn't need an airplane.	[]
Other	1	0	Awwwww.	[]
Other	14	0	As most of you know,  I am a strong supporter of stem-cell research.	[]
Other	12	0	Say, fellas! Thanks a lot for goin' to my ...c-comedy show!	[]
Cartman	8	0	We didn't go to your comedy show.	[]
Other	11	0	I know that, I was being f-f-f-fa...cetious!	[]
Stan	5	0	Look, dude. Christopher Reeve, dude.	[]
Other	7	0	Ooh, Christopher Reeve! Whoop-de-freakin-do!	[]
Kyle	13	0	Dude, that's not cool. You shouldn't make fun of Christopher Reeve.	[]
Stan	4	0	Yeah dude, not cool.	[]
Other	16	0	Though it is controversial,  stem cell research is critical  in the quest for helping  the disabled.	[]
Other	12	1	I put together a comedy show and I was crippled from BIRTH!	['crippled']
Stan	13	0	Uh, hoo. Guys, I think we'd better stay out of this one.	[]
Kyle	23	0	Yeah, this is starting to look like something we shouldn't be any part of. Let's go play with trucks or something.	[]
Other	5	0	Ha-a-aaa-haaa-a.	[]
Other	6	0	Can you believe this asswipe, Timmy?	[]
Other	1	0	Timmeh!!	[]
Other	18	1	Why is a celebrity who became crippled more important than us that were born that way, very much.	['crippled']
Other	2	0	Rrruh Timmeh!	[]
Other	17	0	In the coming days  I will prove to the world  that stem-cell research is a miracle.	[]
Cartman	7	0	Beep beep beep. Move it, Kenny! Beep.	[]
Other	3	0	Hey there fellas.	[]
Stan	5	0	Oh hey Jimmy, hey Timmy.	[]
Other	1	0	Timmih!	[]
Other	20	1	Say, would you guys like to join our club? Oh, I'm sorry. You can't. You aren't crippled.	['crippled']
Kyle	1	0	What?	[]
Other	36	2	To be in our club, not only do you have to be c-c-crippled, but you have to have been born that way. Do you know what that means? No butthole Superman asswipe Christopher Reeve!	['crippled', 'butthole']
Stan	13	0	That's nice, guys. We're just gonna stay out of this one.	[]
Cartman	21	0	Hey, wait a minute!  You guys can't just start a club and tell me I can't be in it!	[]
Other	7	0	Sorry, able-bodied, you can't join.	[]
Cartman	2	0	Can too!	[]
Other	33	0	Hey Timmy. How many able-bodied people does it take to screw in a light bulb? One.  You know what you call an able-bodied guy on the doorstep? Whatever his name is.	[]
Cartman	3	1	Oh God-damnit!!	['damnit']
Kyle	6	0	Cartman, just stay out of it.	[]
Cartman	10	0	But they say I can't be in their club!!	[]
Stan	12	0	Cartman, trust me.  We don't want any part in this one.	[]
Other	5	0	Hello, Mr. McGillicuuhuhuhh... Mr. McGillicuddy.	[]
Other	8	0	Hello, boys. What can I do for you?	[]
Other	21	0	Timmy and I made a ...T-shirt design for our new club.  We just came up with a name this morning.	[]
Other	11	0	Uh... boys, I don't think you wanna wear these shirts	[]
Other	2	0	Why not?	[]
Other	23	0	Well, because there already is a group that calls themselves the Crips, and I don't think they'd like it too much.	[]
Other	5	0	...There's already a Crips?!	[]
Other	18	0	Well, sure, they're all over at Five Points area in Denver. You've never heard of them?	[]
Other	17	2	No, we never have. Are they crippled from birth or are they cripple wannabes like Christopher Reeve?	['crippled', 'cripple']
Other	8	0	...Oh, I am stayin' out of this one.	[]
Other	24	1	Can you believe it, Timmy? All this time there was a group for truly crippled people like ourselves, and we didn't know it.	['crippled']
Other	1	0	Timmmeh!	[]
Other	13	0	Come on. We have to take the bus to Five Points in Denver.	[]
Other	29	0	My guest tonight is the brilliant star of stage and screen, Mr. Christopher Reeve, who,. with the help of stem-cell research, is now able to move his arms.	[]
Other	7	0	Thanks for having me on again, Larry.	[]
Other	49	0	All right. Chris, the whole world is waiting. Why don't you show us what stem-cell research has done for you.  Amazing. Isn't that amazing, folks? Now, Chris, there're some people who say stem-cell research is wrong, that takling cells from a fetus is... unethical.	[]
Other	44	0	Well, it just proves that the public needs to be educated  about stem-cell research. See, the stem cells from a fetus like this one  can form into whatever cells of the body are damaged. They are the most powerful thing on the planet.	[]
Other	13	0	And how does someone like yourself make use of the stem cells, Chris?	[]
Other	15	0	Well, it's very simple.  And now you can see, my arms have better movement.	[]
Other	2	0	Wow.  Wow.	[]
Other	14	0	Excuse me, sir.  we're looking for a group of people called the Crips.	[]
Other	2	0	You are?	[]
Other	16	0	Do you know where they meet? We've already tried the rec center and the library.	[]
Other	15	0	The Crips hang out at that old warehouse down there,  but ...nobody goes in there.	[]
Other	12	0	Oh, it's okay. We're Crips ourselves. Come on, Tim-Tim.	[]
Other	1	0	Timmmih!	[]
Other	13	0	Well hello everyone.  I'm Jim Swanson, and this is my friend Timmy.	[]
Other	4	0	Timmmih!  Tih... ti-timmih.	[]
Other	43	0	Well, let us tell you a little bit about ourselves. Timmy and I are both true Crips, born and raised. We're the only Crips in South Park, where we live, and we would love to join your fa-fa-fabtasitc Denver chapter.	[]
Other	5	0	Is they for real, manh?	[]
Other	30	0	We just have one question before we join your c-club. Do you think it's better to be born a Crip, or to become a Crip later by accident?	[]
Other	7	0	The only Crips is born Crips, dawg.	[]
Other	10	0	Yeah, you can't become a Crip by accident, fool!	[]
Other	26	1	I agree. I mean, it's like  come on! Why do these people who become crippled later in life think they're such great pot-potatuhs?	['crippled']
Other	1	0	Timmih!	[]
Other	17	0	Well, we're glad you see it our way, fellas. So can we join your g... group?	[]
Other	21	2	All right, you wanna thug with the Five Point Crips? Bitches, all you gotta do is pop some punk-ass Bloods.	['bitches', 'ass']
Other	18	1	Well, sure. Tim and I would love to pop some punk-ass Bloods. We're terrific at it.	['ass']
Other	1	0	Timmih?	[]
Other	8	0	I don't know, Timmy, just play along.	[]
Other	3	0	Uh-tu-Timmih!	[]
Other	5	0	So you sayin' yuh down?	[]
Other	29	0	Down like a clown, Charlie Br... Down like a clown, Charlie B-broooowww... Down like a clown, Charlie Browh... Bro-uh-own. Down like a clown, Charlie Br-Brown.	[]
Other	15	1	Say Timmy, did you notice that all the crippled people in that club are negros?	['crippled']
Other	1	0	Timmih!	[]
Other	18	1	That's an amm-mmazing coincidence. I mean, there's not one crippled colored person in South Park.	['crippled']
Other	3	0	Hey you kids.	[]
Other	3	0	Well hello, officers.	[]
Other	9	1	What the hell do you think you're doin'?	['hell']
Other	9	1	We're goin' to pop some punk-ass Bloods.	['ass']
Other	1	0	Timmih!	[]
Other	49	2	Look, Timmy. There's a convenience store.  That must be what the fellas meant by pop some punk-ass Bloods. They want us to get them some soda pop and treats.  Let's buy them ginger ale and marshmallows. Then they'll let us in the club for sure.	['ass', 'ginger']
Other	2	0	Oh, Timmih.	[]
Other	2	1	Oh shit!	['shit']
Other	6	0	Suh, suh, suh, suh, Sssunday driver!	[]
Other	27	0	Yo yo, listen up y'all! Let me tell you about my little Gs, Roller and 4 Legs here. They just smoked thirteen Bloods in one night!	[]
Other	2	0	One night?	[]
Other	8	0	You're kiddin'? You're kiddin'? One night?	[]
Other	7	0	That ain't never been done before!	[]
Other	6	0	Uh huh. Cool. He's right.	[]
Other	11	0	So does that mean we can join the c-c...club?	[]
Other	28	0	You're not just in, you're the baddest mofo Crips in town! Cipac!  Turn up the beat so we can celebrate our new Gs Five-Points style!	[]
Other	2	0	All right.	[]
Other	25	1	Wow, these guys really are crippled.  Timmy, I have a feeling that this is the start of something b-b-b-b...b-b-brilliant.	['crippled']
Other	1	0	Timmih!	[]
Other	12	0	Thanks for the ride home, fellas. We sure had a ...terrific time.	[]
Other	6	0	Alrighty. Keep it real though, dawg.	[]
Other	6	0	You dawgs keep it real, too.	[]
Other	1	0	Timmih!	[]
Other	20	0	Well, that sure was a terrific time. Let's go all around tomorrow and show everyone our new outfits, Timmy.	[]
Other	1	0	Timmih!	[]
Other	4	0	There you are, Jimmy!	[]
Other	5	0	Whatup, Mazie? Ye-yo, Pops?	[]
Other	8	0	Jimmy, you rmother was gettin' worried about you.	[]
Other	20	0	No need to worry about me. I'm cool like a fool in a swimming ppp-ppp-pp-pp-pool.	[]
Other	27	0	Tom, I'm standing out front of the Stem Cell Research Facility with terrific news. Christopher Reeve, who was once paralyzed, claims that he can now stand.	[]
Other	20	0	Thank you everyone.  To most people, this is just an ordinary fetus. But to people like me,  it's hope.	[]
Other	1	0	Uugh.	[]
Mr. Garrison	3	0	What an inspiration.	[]
Other	21	0	Tom, many celebrities have spoken out in protest of stem-cell research, but, after seeing this, how can they protest now?	[]
Stan	5	0	Stay clear, guys, stay clear.	[]
Kyle	6	0	Yup. I'm not seeing anything.	[]
Other	8	0	Hey  Hey, I don't want no trouber!	[]
Other	11	0	Hello. We'd like two orders of Kung ...Pao Chicken, please.	[]
Other	14	0	I don't want no trouble! You jus... take what you want and reave!	[]
Other	1	0	Timmih!	[]
Other	6	0	OH! Okay, okay!  I opening register	[]
Other	1	0	Timmh.	[]
Other	9	0	What's that? Oh, and one medium lemonade, please.	[]
Other	1	0	Timmih.	[]
Other	13	0	Here. Here one hundred twelve dorrar! It's all I have. Yeh take!	[]
Other	1	0	Hunh?	[]
Other	7	0	You take! Uh one hundred twelve dorrar!	[]
Other	4	0	Ah- are you sure?	[]
Other	10	0	I no want no trouble. Just take it and reave!	[]
Other	28	0	Well gee, that's really nice of you, Mr. ...Chinese person.  Look Tim-Tim, we got a cash prize. We must be the ...one hundredth customer or something.	[]
Other	12	0	Here! Here two order of Kung Pao Chicken, and small ice tea!	[]
Other	6	0	Actually, it was a regular lemonade.	[]
Other	17	0	AAAAAGH-agh!!  I sorry! I sorry! I no want no trouble.  Here. Remonade.  Now go, just go!	[]
Other	8	0	Gee, thanks a lot. See you next time.	[]
Other	1	0	Timmih!	[]
Other	11	0	Hello! Police? I've just been robbed by two gang members!	[]
Other	9	0	Jimmy? Jimmy, could you come into the kitchen please?	[]
Other	6	0	Yo, Mamsie. What's up, Pops?	[]
Other	38	0	Uh have a seat, Jim. Your mother and I need to talk to you.  Son, your mother and I have noticed a change in your behavior. And... we're worried that you might be involved in a gang.	[]
Other	24	0	A what? Oh, you mean the fellas. Well sure. But I can't talk about the club on account of its sssuper secret, dawg.	[]
Other	9	0	Then it's true! Oh, Ryan, it's true!	[]
Other	18	0	Why you be trippin', Mom? I mean  come on. I'm finally a part of something, very much.	[]
Other	11	0	Jimmy, those people you're hanging out with are no good.	[]
Other	13	1	Yo, don't be dissing my niggaz, dawg. They're my f... friends.	['niggaz']
Other	16	0	And what about your standup comedy, Jim, huh? Are you just giving up on that, too?	[]
Other	22	1	Nobody cared about my standup comedy! All that hard work just to be outshined by C-Christopher Reeve the super b-butthole!	['butthole']
Other	17	0	Uh Jimmy, we've told you before. God made you the way he did for a reason!	[]
Other	15	1	Right. Because you and Mom used to make fun of crippled kids in high school.	['crippled']
Other	30	0	That's right. You were sent here through the vengeful and angry hand of God to teach your mother and I a lesson. And that's a big responsibility, son.	[]
Other	42	1	Look! My gang, which I can't talk about because it's super secret, is the most important thing to me now! And if you two don't like it, you can just pass the blunt to the nigga on your left.	['nigga']
Other	10	0	Where's that delivery of new fetuses?! Feeling weak again.	[]
Other	7	0	Here's the new shipment, sir.  Hey!	[]
Other	3	0	Hello there, Christopher.	[]
Other	12	0	Well, well, Gene Hackman, my nemesis from the movies. How are you?	[]
Other	4	0	I'm good. You?	[]
Other	11	0	I am better with each passing day.  Stronger and more agile.	[]
Other	13	0	Christopher, I've come to ask you to stop what you're doing?	[]
Other	1	0	What?	[]
Other	12	0	Using stem cells is like playing God. You should leave nature alone.	[]
Other	15	0	And go back to the way I was? Is that what you're saying, Hackman?	[]
Other	17	0	I'm saying that sometimes you need to just live with the cards you're dealt, Christopher.	[]
Other	38	0	Stop calling me Christopher! That name no longer has meaning to me! Christopher was someone who lived in a wheelchair! Always being pushed around by others! The old Christopher Reeve is dead! From now on, I am...  Chris!	[]
Other	9	0	Sixty-five... bottles of... beer on the wall. Six-	[]
Other	3	1	Payback time, mothafucka!	['mothafucka']
Other	10	0	Jesus Christ!  Holy G...guacamole!  Freakin' Frijoles!  Leapin' L-langosta.	[]
Other	3	0	East Side Bloods!	[]
Other	13	0	We're Detectives Hyde and Richardson from the Special Gang unit in Denver.	[]
Other	12	0	Any word on who shot up me and Timmy's houses, officer?	[]
Other	13	0	Word on the street is it was a retaliation hit by the Bloods.	[]
Other	3	0	The... B-Bloods?	[]
Other	22	0	You know, smart-mouth! Your rival gang! The Bloods are at war with the Crips, they kill each other all the time!	[]
Other	3	0	The-they do??	[]
Other	32	0	Don't act like you don't know, you lil punk! The Crips and Bloods hate each other, and if you stay in that gang, you're gonna end up dead too.	[]
Other	8	0	But... but why do they hate each other?	[]
Other	14	0	Look kid, I used to be a Crip myself, but I'm not anymore!	[]
Other	9	0	Oh, so you used ssstemm cells like Christopher Reeve?	[]
Other	17	0	Come on. The only way these kids are gonna get out of their gang is get killed.	[]
Other	1	0	Sarah!	[]
Other	33	2	Oh boy, Timmy, we should have never started a gang for people crippled from birth. Now they're at war with the people who are crippled from an accident. Boy were we wrong.	['crippled', 'crippled']
Other	2	0	Tim-mih.	[]
Other	88	0	Wow, w-we've got to do something, Timmy. We've gotta get the Crips and Bloods to sstop fighting. I bet if we could just get them together... but how? Wu-wait a minute! I've got it! A lock-in at the rec center! We did it for our church once. All we do is rent out the rec center overnight. They lock the doors so nobody can leave, and then everyone has the whole night to play in the swimming pool and laugh and talk.	[]
Other	1	0	Timmih!!	[]
Other	24	0	You get all the Crips you can to the rec center tomorrow night, Timmy. And I'll try to get all the ...Bloods there.	[]
Other	1	0	Timmih!!	[]
Other	6	0	This is gonna be t-terrific!	[]
Other	66	0	Tom, several years ago, actor Christopher Reeve had a horrible accident and was paralyzed. The irony, of course, is that the man who played Superman could no longer walk. America watched in wonder as he managed to move one of his fingers, then his arms. And now, seen for the first time on HBC, Christopher Reeve is going to lift a truck up over his head.	[]
Randy	4	0	Oh, what a fighter.	[]
Other	4	0	That brave, brave man.	[]
Other	7	0	He's an imspration to us all.	[]
Other	22	0	Tom, the irony is even more irony-y as it appears that the stem cells have given Christopher Reeve almost superhuman strength.	[]
Other	4	0	Chris, that's enough!	[]
Other	7	0	Hello, Gene! So good to see you!	[]
Other	12	0	You're cured, Chris. It's time to stop using stem cells.	[]
Other	15	0	Stem-cell research has made me stronger than I ever thought possible! Why stop now?!	[]
Other	41	0	Uh Tom, apparently, Gene Hackman, the man who played Superman's enemy Lex Luthor in the movies, has now shown up as a celebrity protester of stem-cell research. If that isn't ironic, Tom, I don't knw what is.	[]
Other	19	0	They're affecting your mind, Chris. If you won't stop using stem cells, then we'll stop you!	[]
