character	value	profanities	line	profanityList
Mr. Mackey	22	0	Mrs. Cartman, we have had it with your son's behavior, mkay?! Little Billy Turner is now being treated at the hospital!	[]
Other	8	0	Eric, why would you do such a thing?	[]
Cartman	13	0	I'm sorry I handcuffed Billy Turner's ankle to the school flagpole.	[]
Mr. Mackey	7	0	You know that's not the point!	[]
Cartman	49	0	Okay, I'm sorry I handcuffed Billy Turner's ankle to a flagpole and then gave him a hacksaw. And then told him I had poisoned his lunch milk and that the only way he could get to the antidote in time would be to saw through his leg.	[]
Other	5	0	That's very naughty, Eric.	[]
Cartman	5	0	Well he called me chubby!	[]
Mr. Mackey	25	0	We have tried at this school to make Eric understand that there are boundaries, mkay?! But frankly, we believe his behavioral problems start at home!	[]
Other	36	0	I know. I know he's out of control. But... you don't know what it's like.  I'm sorry. It's just that... he seems to get worse every day.  He just never listens.	[]
Cartman	9	1	Well nice goin', asshole! You made my mom cry!	['asshole']
Other	17	0	It's not him, it's you, Eric.  I don't know what to do with you.	[]
Cartman	30	0	Sure you do. You're a great mom.Who's got the greatest mom in the world?I dooo.My mom is number one in my heart.It's true!	[]
Other	16	0	My mom's the best mom, better than your mom.It's singing together in harmony.	[]
Mr. Mackey	28	0	Mrs. Cartman, I know this is extremely difficult but, there is help out there for people like you. Have you ever heard of a show called Nanny 911?	[]
Other	7	0	They're every parent's worst nightmare.	[]
Other	8	0	Shut up! I hate you! I hate you!	[]
Other	5	0	Kids completely out of control.	[]
Other	7	0	Look, I'm skating, I'm skating!	[]
Other	30	0	It's time to call Nanny 911.  We've gathered a team of world-class nannies to help families in crisis.  Parents of America, help is on the way!  Tonight...	[]
Cartman	6	0	Mom, I need another energy drink!	[]
Other	13	0	This eight year old son of a single parent just won't behave.	[]
Cartman	5	0	Wir mussen die Juden ausrotten!!	[]
Other	9	0	And Nanny Stella is selected to set him straight.	[]
Other	19	0	It's time for Nanny Stella to show Eric Cartman his ways are not going to be tolerated anymore!	[]
Cartman	9	0	Mom, are you deaf?! Somebody's at the door!	[]
Other	8	0	Yes. I think it's the nanny, boopsiekins.	[]
Cartman	8	0	Killer. I'm gonna be on TV now.	[]
Other	5	0	Hello. I'm Nanny Stella.	[]
Other	10	0	Oh, thank you so much for coming. Please come in.	[]
Other	5	0	And you must be Eric.	[]
Cartman	5	0	Mom, I want a Twinkie.	[]
Other	4	0	All, all right dear.	[]
Other	25	0	Hold on, Mrs. Cartman. There are going to be some rule changes around here, Eric. First of all, no video games until chores are done.	[]
Cartman	2	0	Ha! Hahahahahaha	[]
Other	15	0	I'm serious. Let's put down the video game and go to the kitchen.	[]
Cartman	6	0	No thanks, I'd rather naught.	[]
Other	10	0	Right. Then I'm going to have to take it.	[]
Cartman	8	1	The hell do you think you're doing?	['hell']
Other	36	0	Come on.  This video game is going right here on the counter until we've done some chores. Now, first thing we're going to do is make your bed.  Eric, no! This is not acceptable!	[]
Cartman	9	2	Stop trying to bogart my Xbox, you fat bitch!	['fat', 'bitch']
Other	11	0	All right, that's it!  You're going to time-out!	[]
Cartman	2	0	Time out?	[]
Other	16	0	Whenever you are naughty, Eric, you are going to sit on this stool for five minutes.	[]
Cartman	8	0	And what exactly keeps me on the stool?	[]
Other	16	0	It's the time-out stool. You can't get down until the time is up.	[]
Cartman	6	0	Whoa, how did I do that?	[]
Other	8	0	Eric, you have to stay in time-out!	[]
Cartman	2	0	Ummm, no?	[]
Other	8	0	Come on, you don't have a choice.	[]
Cartman	11	0	All right, seriously, you're starting to piss me off now.	[]
Other	42	0	Eric, you need to listen to me.  This is very important. I am getting down to eye level with Eric so that I can talk to him on his level.  Eric, you need to understand why you are being punished. All right?	[]
Cartman	11	0	I'm just gonna get down as soon as you move.	[]
Other	16	0	Well then, I'll just have to stand right here!  Oh!  He spit in my mouth!	[]
Other	8	0	Yeah, it's best to avoid his level.	[]
Other	16	0	All right! I've dealt with this before! We just need to use psychology on him!	[]
Cartman	9	0	Don't stop believing. Hold on to that feeling.	[]
Other	16	0	Eric, can I just talk to you for a quick second? Why are you so angry?	[]
Cartman	5	0	Because you took my Xbox.	[]
Other	24	0	Is this about more than your video game? Are you feeling angry at me because you think I'm here to change your life?	[]
Cartman	2	0	Well, yeah.	[]
Other	18	0	And you're feeling like I have no right to come in and tell you how to live.	[]
Cartman	4	0	Yeah. I guess so.	[]
Other	22	0	See this? You have to take the time to talk to your children about their feelings. What else are you feeling, Eric?	[]
Cartman	15	0	Well, I'm feeling confused, because I don't understand why you became a nanny.	[]
Other	10	0	Me? Well, it's because I love children, like you.	[]
Cartman	15	0	Right, but... if you love children so much, how come you're not a mommy?	[]
Other	6	0	Oh, I just never had kids.	[]
Cartman	2	0	Why not?	[]
Other	5	0	It... just... didn't happen.	[]
Cartman	70	0	You're sterile, is that it?  No, that's too convenient of an excuse. The truth is, nobody ever wanted to have babies with you. Isn't that it?  Always the mom's maid and never the mom? Must be hard on you, knowing that the years are ticking away, your friends all getting married and all the while your uterus is slowly shriveling away, drying up, becoming totally worthless.	[]
Other	9	1	Why you, you...  you little bastard! How dare you?!	['bastard']
Other	2	0	Eric, naughty.	[]
Other	5	0	What kind of  monster would-	[]
Cartman	23	0	Yes, let the anger come! Strike me down while you can! But it won't make your dried-up ovaries any more fertile!	[]
Other	8	0	That's it!  I'm not doing this!	[]
Other	7	0	Oh, but we really need some help.	[]
Other	6	0	Find yourself another nanny... television show!	[]
Other	15	0	Coming up next, it's Super Nanny! Where other nannies fail, Nanny Jo comes through.	[]
Other	7	0	This child's behavior is totally unacceptable!	[]
Other	24	0	Well, there's no trial too tough for Super Nanny! In just three days' time you're going to see a new Eric Cartman.	[]
Other	13	0	I'm afraid Super Nanny is in a deep state of mental psychosis.	[]
Other	4	0	What do you mean?	[]
Other	14	0	I mean,  she spends most of her time sobbing and eating her own excrement.	[]
Other	6	0	From heeell! It's from heeell!	[]
Other	26	0	Oh dear. I don't know what else to do about my son's behavioral problems. We've been through every nanny reality show on television.	[]
Other	10	0	Well there... is... one more show you could still try.	[]
Other	16	0	When good dogs go bad, there's one man who's their best friend. Cesar Millan.	[]
Other	20	0	No dog is too much for me to handle. I rehabilitate dogs, I train people. I am the dog wheesperer.	[]
Other	3	0	Please, come in.	[]
Other	13	0	So tell me what are the problems you are having with the child?	[]
Other	21	0	Well, he's just... out of control. I mean, he never listens to me, and he pretty much runs my life.	[]
Other	17	0	So the child needs to learn that he's not the most important person in the house.	[]
Cartman	12	0	You can stop talkin' behind my back; I'm right here, fruitcake.	[]
Other	27	0	See I'm not looking at the child, I'm not acknowledging the child, I'm just letting the child know I'm not interested in him.	[]
Cartman	5	0	Not interested I'm me?	[]
Other	21	0	See the child thinks your world revolves around him, because it does. Because everything he does gets a response from you.	[]
Cartman	7	0	Yeah, well I don't see why-	[]
Other	1	0	Tsst.	[]
Cartman	1	0	Hey!	[]
Other	20	0	Don't look at the child; just keep looking at me. Let, let him know we are having a conversation.	[]
Cartman	5	0	Mom, this guy doesn't-	[]
Other	1	0	Tsst.	[]
Cartman	3	0	Ah! Quit it!	[]
Other	8	0	What what is it that you're doing?	[]
Other	42	0	Dogs show their dominance by nipping each other on the neck, but it works equally well on a child. I just use two fingers, nip at the child's neck, doesn't hurt the child, just let him know I am dominant.	[]
Cartman	9	0	Look, Mexican, if you really think that you can-	[]
Other	1	0	Tsst.	[]
Cartman	3	0	KNOCK IT OFF!	[]
Other	15	0	Tsst. See, I'm not validating his bad behavior with either negative or positive response.	[]
Other	5	0	Oh, that's very interesting.	[]
Other	28	1	I think the first thing we need to work on is getting the child some exercise. He's fat and he has all this pent-up energy that-	['fat']
