character	value	profanities	line	profanityList
Other	83	2	It's like, my whole life has just been one big screw-up, you know?  I admit it, I was I was sexually lost. I was, and then I see this person on Oprah. She was a woman but then she got a sex change, became a man, but... then she got pregnant and is having a baby, which means she's still a woman all along. That means I'm really still a man, I'm... I still feel like a man	['sexually', 'sex']
Butters	7	0	Are we gonna get tested on this?	[]
Other	26	1	This sex change was a big mistake, okay?  I was on a lot of painkillers at the time and I thought it was what I wanted.	['sex']
Stan	6	0	Dude, wanna do some math problems?	[]
Other	61	4	And then, I go to the doctor, right? And I say Doctor, I wanna go back to being a man, and he says There's been too much damage. You can't go back. Where are you going to find a penis?  Whattaya mean, where am I gonna find a penis?!  I'm a man! I deserve a God damned penis!	['penis', 'penis', 'damned', 'penis']
Other	10	0	Mr. Gar- Mr. Garrison!  Could we speak with you please?	[]
Other	9	0	What do you want? I'm trying to teach.	[]
Mr. Mackey	19	0	Uh, we think it's best you not teach until you get your personal life in order, m'kay?	[]
Other	12	1	Ohhh it's so easy for you, Mackey! You have a penis!	['penis']
Other	35	0	Ooookay students, um, obviously we've had a little emergency with your teacher, so uh, while we deal with this, we need one of you to lead the class and review for tomorrow's quiz.	[]
Cartman	14	0	Oh! Me me, me. Me! Me me! Me! Right here! Right here right here.	[]
Other	14	0	Uhh, who, who else would like to be teacher for the day? Anybody else?	[]
Cartman	6	0	Principal Victoria. Right over here. Nnnnnh!	[]
Other	4	0	Any other volunteers, perhaps?	[]
Cartman	4	0	Rrrrrrr! Principal Victoria. Principal.	[]
Other	10	0	All right, all right, fine. Eric, you lead the class.	[]
Cartman	1	0	Yes!	[]
Other	34	0	Now, just lead a review over whatever Mr. Garrison's been teaching you, and I'll be back to check on you shortly.  Well well well. Who's teacher now?  Yeahhh. Who's teacher?!	[]
Kyle	6	0	You're not the teacher, fatass.	[]
Cartman	44	0	That's Mr. Cartman now, Kyle! And you will be wise not to interrupt my class unless you want to be suspended!  Yeahhh.  Mmm yeah, you like that?  All right, Clyde, you're first! Get up here!  Yeah, you're gonna take it, Clyde.	[]
Other	55	0	And so it appears that the local farmer's market could be soon facing complete closure. In other news tonight, a South Park bio company is coming under fire for genetically engineering body parts onto laboratory mice. This picture of a mouse  genetically altered to grow a human ear has already sparked waves of protest.	[]
Other	1	0	What?	[]
Other	20	0	But the scientists say the process could help thousands of people who've become disfigured and need ears or noses.	[]
Other	3	0	Holy Freaking Jesus.	[]
Other	41	0	Using common genetics and cartilage scaffolding, we can graft almost any body part onto a mouse and allow it to develop. Here's the mouse you saw on television.  Once the ear fully forms, it can be transplanted onto a person.	[]
Other	5	1	Doctor, what about a penis?	['penis']
Other	13	2	Well, a penis is something a man puts into a woman's vagina.	['penis', 'vagina']
Other	20	1	No, no. If I gave you some of my DNA, could you grow a penis on a mouse for me?	['penis']
Other	25	1	You don't understand: doing this stuff is very expensive. And we've never tried a penis before; there's no guarantee it would work.	['penis']
Other	28	1	I will give you all the money I have to just try. Please. Doctor, I'm a man trapped in a woman's body. I need a penis.	['penis']
Other	11	0	All right.  All right, let's see what we can do.	[]
Other	15	0	Eric, we've called you in to commend you for your role as student teacher.	[]
Cartman	14	0	Ey! Don't commend me! It's the students' fault for being so stupid!	[]
