character	value	profanities	line	profanityList
Cartman	6	0	Hey Token!  What's up, bro?	[]
Token	1	0	Nothing.	[]
Cartman	12	0	Nothin' Me neither. Nothin's goin' on. Sucks.  Everything good with you?	[]
Token	1	0	Yeah.	[]
Cartman	7	0	Sweet.  Hey Jimmy, what are you doin'?	[]
Other	8	0	Uh, I'm just gettin' ready for cla-	[]
Cartman	35	0	Yeah, I'm just hangin' out with Token. Did you know that if it wasn't for African-Americans, we wouldn't have Rock & Roll? So cool that we have a black President.  About time.	[]
Stan	5	0	Is he doing it again?	[]
Kyle	6	0	He's doing it a-gain.	[]
Cartman	14	0	Dude, um, what are doing after school, Token? You wanna, you wanna hang out?	[]
Token	5	0	I uhhh, have band practice.	[]
Cartman	18	0	God you are sooo cool. Alright bro, I'll catch you at recess.  Fist bump. Fist bump, bro.	[]
Stan	5	0	Cartman, are you feeling alright?	[]
Cartman	10	0	Yeah, I feel great. Why?  You think something's wrong?	[]
Other	40	0	Alright, now the French Revolution was basically started by a young man named Marius. , who only knew Jean Valjean as an older man, and uh-  ...uh, the French government at the time was led by Javert, who was trying to-	[]
Cartman	21	0	Mister!  No! Stop, Token, stop! My brains! Stop eating my brains! Brad Pitt!  Hey Token. What's up, bro?  Fist bump?	[]
Mr. Mackey	20	0	Eric, somethin' is clearly wrong, m'kay, and it would be best to jus' get it out in the open.	[]
Cartman	11	0	It's Token. I think he's a ticking time bomb.	[]
Mr. Mackey	11	0	And why do you think Token is a tickin' time bomb?	[]
Cartman	18	0	He's pissed off. Because of something that happened a long time ago but he won't forget.	[]
Mr. Mackey	8	0	Do you think he blames you for somethin'?	[]
Cartman	10	0	But it wasn't me, it wasn't my fault!	[]
Mr. Mackey	27	0	Wull have you, thought about maybe writin' your feelin's down? In a poem? Uh- write a poem and give that to, g-give that to Token?	[]
Cartman	11	1	No, it's too gay. It would only make things worse.	['gay']
Mr. Mackey	26	0	Well Eric, you need to do somethin' because you keep losing sleep. M'kay and sleep is very important to your success at school. M'kay?	[]
Cartman	8	0	M'kay. Ahah-I'll be m'kay.	[]
Mr. Mackey	12	0	M'kay, you sure? Because I'm here when you need me.	[]
Cartman	2	0	M'kay.	[]
Cartman	15	0	No, Token! Leave Brad Pitt alone! Brad Pitt is fighting zombies! No ah Token, Token!	[]
Other	4	0	Eat your breakfast, girls.	[]
Other	17	0	Where's Daddy? 17,3,Karin,You can eat without your father in the room. Now hurry.	[]
Other	1	0	Daddy!	[]
Other	19	0	Good morning, girls.  Save Daddy any pancakes? Look at that? Six A.M. and my family is already smiling.	[]
Other	8	0	How did I get such a perfect husband?	[]
Other	8	0	How did I get such a beautiful wife?	[]
Other	4	0	I love you, Dad.	[]
Other	11	0	I love you too, Princess. I love both of you, equally.	[]
Other	13	0	Nothing can ever go wrong, so long as we all have each other.	[]
Other	41	0	Today apparently will be the day! CNN has just received word that a verdict in the George Zimmerman trial is expected to come at any moment! Zimmerman is accused of shooting Trayvon Martin, and a jury will now decide his fate.	[]
Other	5	0	Daddy, who is Trayvon Martin?	[]
Other	10	0	Nobody. L-let's just get you girls to school.	[]
Other	7	0	Is it bigger than a bread box?	[]
Other	6	0	What's a bread box, Dad?	[]
Other	5	0	Heehee, Dad is so kewl.	[]
Other	5	0	You can say that again.	[]
Other	9	0	Why aren't we moving? What's gong on?	[]
Other	36	0	We interrupt this cool song for a news bulletin. A verdict has just been handed down in the case of George Zimmerman. In a shocking turn of events, the jury has found George Zimmerman not guilty!	[]
Other	3	0	Oh my God.	[]
Other	18	0	Many African-Americans are outraged by the verdict, and they are most likely about to go totally nanners.	[]
Other	1	0	AAAAAH!	[]
Other	4	1	Fuck you, Brad Pitt!	['fuck']
Other	35	0	Let's bail!  Everyone get out of the car! Go!  Oh my god RUN!  WAAH! Token. No, Token, we had nothing to do with this. I know you're pissed off, but but be reasonable!	[]
Token	4	1	Fuck you, Brad Pitt!	['fuck']
Other	3	0	No! Nonono!  Nooo!	[]
Cartman	6	0	Hey Token? How are you doing?	[]
Token	3	0	I'm good.	[]
Cartman	16	0	That's awesome. I'm so stoked that we're best friends.  Fist bump.  Fist bump.	[]
Cartman	9	0	No! My wife, Token! Token, that's my wife!	[]
Token	2	0	Okay, really?	[]
Cartman	7	0	No Token! Stop beating my daughter! NOOO!	[]
Mr. Mackey	33	0	Now Eric, whatever it is you and Token are going through, you need to talk through it, m'kay? The problems you two are havin' have become a distraction for everybody else. Agreed?	[]
Cartman	1	0	Agreed.	[]
Mr. Mackey	6	0	Okay. Token, come on in, please.	[]
Cartman	5	0	Hoh boy, here we go.	[]
Mr. Mackey	27	0	Token, I've been talkin' with Eric and he's really upset that you two aren't gettin' along. You have some things you wanna say, Eric?	[]
Cartman	8	0	Token, I wasn't on that jury. Okay?	[]
Token	2	0	...What jury?	[]
Cartman	22	0	This grudge that you're holding against an entire group of people should be directed at just a few, not at me.	[]
Mr. Mackey	8	0	Okay Token, what are your feelings about that?	[]
Token	7	0	I don't know what to say.	[]
Cartman	85	0	I wrote a poem. Is it okay if I read my poem?  It's called I Was Not The Bullet.  I was not the bullet. I was not the gun. I was not the juror that set the shooter free. I was not the trigger. I was not the hate. Nor was I the judge, but still, you judge me? I was not the black family mourning for the dead. Oooo, somebody shot our children. Lordy, what we do now? I was not the verdict.	[]
Token	10	0	This isn't a poem. It doesn't even rhyme.	[]
Cartman	32	0	It's going to rhyme, Token, just hold on. I was not the shooter. I was not the gun. So Token, you should be cool while we're all here at school.	[]
Token	7	0	Can I go back to class now?	[]
Mr. Mackey	8	0	Eric, do you feel better about all this?	[]
Cartman	12	0	Yeah, yeah I do. I think we really had a breakthrough here.	[]
Mr. Mackey	3	0	Okay, thanks Token.	[]
Cartman	12	0	It's gonna be okay. I think we're all safe now.	[]
Other	15	0	We are Cows, proud and true! Come on, South Park, moo moo moo! Goooo Cows!	[]
Other	40	0	Ooookay, thank you, cheerleaders. That was very nice. Ahhh, next we have a student who would like to perform an original rap song,  based on his award-winning poem, I Was Not The Bullet, with backup music by Butters Stotch.	[]
Other	73	1	Black or white, it's alright. Black or white, let's not fight. I was not the bullet. I was not the gun. I was not the jury, so don't blame me, son! James my man was wrong (It's not our fault). James my man was wrong (It's not Eric's fault). Black or white, it's alright. Black or white, let's not fight. White people say Ho-oh!	['ho']
Other	2	1	Ho-oh.	['ho']
Cartman	11	2	Black people say He-ey!  Cool. White people say Ho ho!	['ho', 'ho']
Other	2	2	Ho ho!	['ho', 'ho']
Cartman	41	0	Black people say Hey hey hey!  Uh oh, I think the white people are winning! White people got you beat, black people; you'd better represent! Let me hear you say I don't blame the white people. No no no!	[]
Token	18	0	Alright, that's enough!  You think I should feel bad for you because of the Trayvon Martin verdict?!	[]
Cartman	3	0	Token, calm down.	[]
Token	15	1	What the hell is wrong with you?! Why are you all here listening to this?!	['hell']
Cartman	11	0	Oh God here it comes! Get down everybody! Get down now!	[]
Cartman	40	1	Clear the streets! Everyone clear the streets! We've gotta get the fuck out of here!  Mom it's starting! We've gotta go!  Come on, come on!  Come on, we've gotta move! It's spreading! Let's go!	['fuck']
Other	7	0	Does that little boy have a gun?	[]
Other	2	0	Get inside.	[]
Other	1	0	But-	[]
Other	2	0	Get inside!	[]
Cartman	6	0	Driiive! You've gotta driiive! Nooow!	[]
Other	4	0	What's going on?!	[]
Cartman	4	0	Get to an airport!	[]
Other	3	0	An airport?! But...?	[]
Cartman	42	1	We've got about ten minutes before this entire country is up in flames! If you wanna live, you'd better step on the gas! Oh wait, is this a Tesla? Shit! Well press on the prissy pedal! We're gonna die!!	['shit']
Other	8	0	Now calling rows 10 through 30 for boarding.	[]
Cartman	13	1	The outbreak has started! We've gotta get the fuck out of here!	['fuck']
Other	2	0	An outbreak?	[]
Other	2	0	Which one?	[]
Cartman	16	0	Get on the flight! Let's move! Let's go go go go!  Oh my God!	[]
Other	8	0	My God, what's going on out there?	[]
Cartman	8	0	The outbreak's starting! Fly the plane now!	[]
Other	12	1	Maybe now you can tell us what the hell is going on?!	['hell']
Cartman	30	0	The e-... The end of the world? We've got one shot and one shot only and that's to find a place where the contagion won't reach us!	[]
Other	16	0	What contagion? My wife didn't get on the plane.  Take this plane back to Denver!	[]
Cartman	13	0	You don't understand. There's no Denver left to go back to!	[]
Other	8	1	Alright what the hell is going on here?!	['hell']
Other	20	0	We don't know anything. First there was talk of a hijacking, then reports of an outbreak of some kind.	[]
Other	12	0	Confirmed report of panic in a rural town in the Colorado Rockies!	[]
Other	15	0	Sir, the pilot of flight 82 wants an update. They're asking permission to land.	[]
Other	20	1	Stall them. I don't want that plane landing anywhere until we know what the hell we're dealing with!	['hell']
Other	24	0	Sir, you'd better look at this. This was found in the airport lavatory. It seems to be a survival guide of some kind.	[]
Other	3	0	Survival of what?	[]
Other	12	0	From the looks of it, a contagion outbreak of the worst kind.	[]
Other	3	0	Oh my God.	[]
Other	12	1	DA43 to tower, please advise!  Damnit! They aren't telling me anything!	['damnit']
Other	7	0	Do you think it's a virus?	[]
Other	21	0	Virus, bacteria, either way we're all dead! Find out if he thinks it's safe to land in Los Angeles.	[]
Other	12	0	What about Los Angeles? Can we take the plane to Los Angeles?	[]
Cartman	33	0	Not a chance. By now most of the urban cities will be compromised. This whole things from city to city. We need to go somewhere the trend won't take hold. Like Iceland.	[]
Other	8	0	This plane won't make it to Iceland!	[]
Other	6	1	You got a better idea, asshole?!	['asshole']
Cartman	6	0	Everyone quiet! I have to think!	[]
Other	4	0	Yes, let him think!	[]
Cartman	12	0	I can't think here. I need a magazine and a toilet.	[]
Other	6	0	Oh, I'm just finishing up.	[]
Cartman	1	0	Nah!	[]
Other	1	0	Hey!	[]
Cartman	7	0	One of them is in the back!	[]
Other	1	0	What?!	[]
Other	4	0	What do you mean?!	[]
Other	10	0	Everyone just calm down! We have to stay in control!	[]
Other	7	0	I won't become one of them!	[]
Other	2	0	Shoot it!	[]
Other	20	0	Engine engine #9 running down Chicago Line, if the train should jump the track do you want your money back?	[]
Butters	1	0	Yes.	[]
Other	5	0	Y-E-S spells yes-	[]
Mr. Mackey	52	0	Now, Token, what you need to understand, m'kay, is that a school assembly is not the time and the place to be yellin' and causin' distractions. M'kay? If there's somebody causin' you problems, then we don't disrupt the assembly, m'kay. You come and you talk to me.	[]
Token	7	0	He's just out looking for trouble.	[]
Mr. Mackey	67	0	Well that's your side of it, Token, but you know Eric has his side as well. Have you thought about maybe writin' him a poem? M'kay? Write E- write Eric a poem, tell him how you feel.  You know, m'kay? Well I'm tellin' you, Token, you let it go, and he'll let it go, and it'll all be fine. Can ya?	[]
Other	32	0	No, the plane crashed. We're in the Colorado mountains somewhere.  Matt? Matt?!  My husband. He said the outbreak was all over the news, but everything was totally fine where he was.	[]
Cartman	15	0	Totally fine? Then it hasn't happened yet. Oh my God, we still have time!	[]
Other	14	0	Help! Help me!  Please, I have two little girls in Chicago. Please find them!	[]
Cartman	13	0	It's okay. We have reason to believe it hasn't spread yet.	[]
Other	6	0	Then you have to stop it.	[]
Other	1	0	Yes!	[]
Other	13	0	And there must be... a Patient Zero... The person it all starts from.	[]
Cartman	4	0	His name is Token.	[]
Other	10	0	We have to kill him, before he infects everyone else!	[]
Cartman	11	0	I won't do it! He used to be my friend!	[]
Other	29	0	You have to! You have to be strong. If you can stop this- if you can save the world- then you have to do it.  Promise me! Promise... me!	[]
Cartman	15	0	Alright. I promise. I won't let the black people riot and destroy the world.	[]
Other	4	0	Thank you-wait, what?	[]
Other	6	0	Oh my God! Oh my God!	[]
Cartman	10	0	We're gonna live through this! Do you hear me?!	[]
Other	1	0	Yes!	[]
Cartman	2	0	Come on!	[]
