character	value	profanities	line	profanityList
Other	34	0	...And so it is with heavy hearts that we say good-bye to Mabel Louise Cartman.  She was a good woman, a community leader, a caring wife, a providing mother , and a loving grandmother .	[]
Cartman	12	0	Mom, it's 3:30. This is taking up my whole Saturday.	[]
Other	6	0	Ssshhh, pumpkin, it's almost over.	[]
Cartman	11	0	Why couldn't the funeral have been on a school day?	[]
Other	20	0	And now, let us bow our heads in a moment of silence and reflect on how Mabel touched our lives.	[]
Cartman	9	0	God! She didn't take this long to die.	[]
Other	20	0	And now we release the doves to symbolize the Lord taking Mabel into his arms and giving her everlasting peace.	[]
Other	1	0	Peace.	[]
Cartman	5	0	Great. Now can we go?	[]
Other	12	0	No, sweetie, we have to tend to some of Grandma's business.	[]
Cartman	3	1	Ogh! God-damnit..!	['damnit']
Other	23	0	...And so I leave my stocks and bonds, worth an estimate fourteen dollars and twelve cents, to be divided amongst my loving family.	[]
Cartman	5	0	Mom, I wanna go home!	[]
Other	7	0	In a minute, sweetie. This is important.	[]
Other	21	0	To my loving son, Stinky: I leave you the house in Nebraska. Look after it as your father and I did.	[]
Cartman	5	0	Bluh bluh bluhbluh bluh bluh...	[]
Other	18	1	To my grandson Eric: You are always my favorite fat little man, my perfect round little pudding-piler.	['fat']
Cartman	12	0	Oh, God, do you have to embarrass me even in death, Grandma?!	[]
Other	21	0	For you, Eric, I leave from my life savings, the sum of one million dollars, to be transferred to you immediately.	[]
Cartman	1	0	Hoosajiggawha?	[]
Other	3	0	A million dollars?	[]
Other	22	0	Eric is the primary benefactor of my estate, since it is likely the rest of you would spend the money on crack.	[]
Other	2	0	Oh my.	[]
Other	4	0	That can't be!	[]
Cartman	15	0	Uh yah sir, excuse me. D-Does this mean that I..have...one million dollars?	[]
Other	5	0	Yes, Eric, it's yours.	[]
Cartman	24	0	No, no, wait, you don't understand.  since I was th-three years old it has been my dream to have one million dollars...	[]
Other	4	0	And now, you do.	[]
Cartman	1	0	Egh...	[]
Stan	12	0	There you are, Jennifer Lopez!  You've been most uncooperative, Ms. Lopez.	[]
Kyle	12	0	No, please! I promise I'll never make another album or movie!	[]
Stan	8	0	It's too late for that, Ms. Lopez.	[]
