character	value	profanities	line	profanityList
Other	17	0	Okay. Good, children, good. Remember to feel the clay. Be one with the clay. Nice. Uh huh.	[]
Cartman	6	1	Put more clay on the balls.	['balls']
Other	4	0	Boys!  What is that?	[]
Kyle	2	0	A reindeer?	[]
Other	14	0	You know, I've had it! You four boys never take art class seriously!	[]
Cartman	3	0	What a crime.	[]
Other	6	0	You think art is not important?	[]
Stan	7	1	Weelll, art is just kinda... for gaywads.	['gaywads']
Butters	4	0	I love our class!	[]
Stan	1	0	See?	[]
Other	27	0	Do you think this is funny?!  Do you think this is funny, huh?!  Well, you four can just spend your afternoon after school here making new pottery!	[]
Cartman	5	0	You can't do that!	[]
Other	7	0	I certainly can! I'm your teacher!	[]
Cartman	5	0	You're an art teacher!	[]
Other	4	0	Make it two hours!	[]
Stan	7	0	Mrs. Streible thinks she's so cool!	[]
Kyle	8	0	How dare she talk to us like that?!	[]
Kenny	6	1	(Yeah, how the fuck is that?!)	['fuck']
Cartman	18	0	We can't let her get away with this!  I think tonight we need to do something drastic.	[]
Stan	2	0	Like what?	[]
Cartman	15	0	Like find out where Mrs. Streible lives, and go over there, and... TP her house.	[]
Kenny	1	0	(Yeah!)	[]
Kyle	3	0	TP her house?	[]
Cartman	8	0	Toilet paper! Cover her house in toilet paper.	[]
Kyle	1	0	Oh.	[]
Cartman	8	0	What's the matter, Kyle? You chicken?  Ugh!	[]
Other	10	0	Quiet, boys. This isn't playtime, you're being punished!	[]
Stan	10	1	Fine! But we'll have the last laugh tonight, artwhore!	['artwhore']
Cartman	6	0	Yeah! Payback time, you ugly skank!	[]
Stan	6	0	D'you think that's enough?	[]
Cartman	3	0	Should be fine.	[]
Kyle	21	0	Don't you guys think this is a little suspicious? We should buy something else so it doesn't look obvious.	[]
Cartman	8	0	Okay.  Here we go, pack of chewing gum.	[]
Other	6	0	Hello boys. Find everything you need?	[]
Cartman	3	0	Yep. All set.	[]
Other	23	0	Mokay, let's see here. Toilet paper  Toilet paper  Toilet paper  Toilet paper  Toilet paper  So, what are you kids up to tonight?	[]
Cartman	13	0	Oh, we're just gonna watch some TV, maybe play a board game.	[]
Other	31	0	Nice relaxing night at home, huh? Toilet paper  Toilet paper  Aaand toilet paper  Eh, hey.  Now you kids be careful with this chewing gum.Don't go sticking it under tables.	[]
Stan	1	0	Okay.	[]
Other	23	0	Okay. Toilet paper  Toilet paper  Tooilet paper  You know, son, I rmember you comin' in last week and buying this much toilet paper.	[]
Cartman	6	0	Heh yeah, that that's right.	[]
Other	4	0	... Toilet paper  Toilet paper	[]
Kyle	8	0	You TP'ed a house last week, Cartman?	[]
Cartman	7	0	No. Last Thursday night was fajitas night.	[]
Kyle	2	0	Oh.  Uuugh.	[]
Stan	5	0	Is this the right house?	[]
Cartman	16	0	It's the right address-wait! Look there!  There's Mrs. Streible! This is the place.	[]
Kyle	7	0	Oh wait, wait, there's kids inside.	[]
Cartman	1	0	So?	[]
Kyle	12	0	So we're not TP'ing a house with kids inside it!	[]
Stan	7	0	Kyle, we all agreed to do this!	[]
Kyle	9	0	We didn't say nothin' about no kids, man!	[]
Cartman	31	3	Kyle, you're bein' an asshole! Now let's do this thing and get out of m'yeah.  Here's what I think of your art class, you God-damned bitch!	['asshole', 'damned', 'bitch']
Kenny	3	1	(Yeah! Fuck you!)	['fuck']
Cartman	5	0	Come on, let's go!	[]
Kyle	4	0	What have we done?	[]
Stan	4	0	Let's go, Kyle!	[]
Kyle	12	0	We're, we're in trouble. We're in sooo much trouble.	[]
Cartman	6	0	Aw man, that was sooo awesome!	[]
Kyle	23	0	How can you say that? Did you see what we did to their house?! It'll take them days to clean that up!	[]
Cartman	2	0	Who cares??	[]
Kyle	12	1	Well, YOU don't, because you're a non-caring asshole, Cartman!	['asshole']
Cartman	10	0	Me??  There's toilet paper on your hands, too, Kyle.	[]
Stan	10	0	Cartman's right, Kyle. We're all in this together.	[]
Kyle	3	0	Noo! No.  Noo!	[]
Other	1	0	AAAAAAAAA!	[]
Other	9	0	Honey, what is it?? Oh, Jesus no! Our house!	[]
Other	2	0	Mommy! Mommy!	[]
Other	2	0	Whyyy? Whyyy?	[]
Kyle	5	0	Ah! Oh God! Oh God!	[]
Butters	18	0	Hey, uh, you guys here what happened last night? Mrs. Streible's house got covered with toilet paper.	[]
Clyde	14	0	Yeah. They say it's gonna take three weeks to get it all down.	[]
Cartman	11	0	Yeah? Well, Ol' Mrs. Streible probably had it comin' to her.	[]
Butters	14	0	I don't know. I don't think anybody deserves that kind of brutality.	[]
Cartman	26	0	Well, I understand the people who did it weren't caughts, so-o... Looks like nobody will ever know the geniuses who masterminded that perfect crime.	[]
Mr. Garrison	24	0	Okay children, let's take our seats. Oh, uh, Stan, Kyle, Eric, and Kenny, the counselor wants to see you in his office, now.	[]
Cartman	1	1	Damn!	['damn']
Kyle	2	0	Oh God!	[]
Kyle	15	1	How the hell did they find out it was us that TP'ed that house?	['hell']
Cartman	22	0	Will you relax, Kyle?! They have nothing on us! As long as we all stick to our story, we'll be fine.	[]
Stan	15	0	We'd better go over our story again so we don't screw it up.	[]
Cartman	136	0	Okay. Last night, all four of us were at the bowling alley until about 7:30, at which time we noticed Ally Sheedy, the Goth chick from the Breakfast Club, was bowling in the lane next to us, and we asked her for her autograph, but she didn't have a pen, so we followed her out to her car, but on the way we were accosted by five Scientologists who wanted to give us all personality tests, which were administered at the Scientology Center in Denver until 10:45, at which time we accidentally boarded the wrong bus home and ended up in Rancho de Burritos Rojos, south of Castle Rock, and finally got a ride home with a man who was missing his left index finger, named Gary Bushwell, arriving home at 11:46.	[]
Kyle	10	0	I'm confused. Did Ally Sheedy take that personality test?	[]
Stan	2	0	Yes, dude!	[]
Cartman	92	0	Kyle, it's very simple: we followed Ally Sheedy out to her car, but on the way we were accosted by five Scientologists who wanted to give us all personality tests, which were administered at the Scientology Center in Denver until 10:45, at which time we accidentally boarded the wrong bus home and ended up in Rancho de Burritos Rojos, south of Castle Rock, and finally got a ride home with a man who was missing his left index finger, named Gary Bushwell, arriving home at 11:46, you got it??	[]
Kyle	6	0	Ah, Ah I, ah I thought...	[]
Cartman	5	0	Oh, for Christ's sake!	[]
Stan	19	0	Look, Kyle, just let Cartman do all the talking, okay? He's better at being in trouble than anybody.	[]
Cartman	36	0	Thank you, Stan.  Sh sh, here they come, here they come.  And so I said, 'That's a terrific joke, Wendy. Tell us another one.' Oh, hello, Mr. Mackey. Are you ready to see us now?	[]
Mr. Mackey	21	0	We're gonna talk to you one at a time, boys, m'kay? Kenny, will you step into my office, please?	[]
Kenny	1	0	(Me??)	[]
Mr. Mackey	7	0	Come on, Kenny, let's go, 'k?	[]
Cartman	4	0	Touche, Mr. Mackey, touche.	[]
Kyle	9	0	Why are they doing us one at a time?	[]
Cartman	24	0	They want to see if we mix the story up, and see if someone will rat out the other three for a better deal.	[]
Kyle	6	0	I can get a better deal?	[]
Cartman	18	2	Kyle, so help me God, if you Jew us out on this one, I will fucking kill you!	['jew', 'fucking']
Other	20	0	There we go. That should be about the last of it.  Ex- excuse me, uh, wha-what are you doing?	[]
Other	15	0	Crime scene investigation!  There are several footprints in the snow. Perhaps more than one perpetrator?	[]
Other	14	0	Ah... look, we really don't wanna make a big deal out of this.	[]
Other	15	0	Is that the toilet paper there? I'll need to take those bags as evidence.	[]
Other	23	0	Lo-ih ih it's just not that big a deal, I mean, I toilet-papered houses myself when I was a kid.	[]
Other	10	0	You?! So where were you last night at around 9?!	[]
Other	3	0	I was here.	[]
Other	3	0	Aha!! Got you!	[]
Other	8	0	Officer, why would I TP my own house?	[]
Other	1	0	Insurance?	[]
Other	20	0	It wasn't me, okay? Now, if you don't mind, I just wanna get my yard back to normal.	[]
Other	39	0	Now you listen to me! Whoever TP'ed your house is still out there roaming the streets. It's only a matter of time before another house and another family is victimized! I have to stop that from happening.	[]
Other	9	0	You really have nothing better to do, do you?	[]
Other	4	0	No I do not.	[]
Kyle	3	0	Noo! No.  Noo!	[]
Other	1	0	AAAAAAAAA!	[]
Other	5	0	Oh, Jesus no! Our house!	[]
Other	2	0	Mommy! Mommy!	[]
Other	3	0	Whyyy? Whyyy? Whyyy?	[]
Kyle	11	0	Oh God! Oh God! I have to tell the truth!  Mooooomm!	[]
Cartman	4	0	Hello, Kyle. Going somewhere?	[]
Kyle	12	0	I was... I was just going to get a drink of water.	[]
Cartman	9	0	No need. I have one for you right here.	[]
Kyle	3	0	Oh. Okay. Thanks.	[]
Cartman	9	0	Is there anything else I can get for you?	[]
Kyle	10	0	Noo, I'll just... be... going back to bed now.	[]
Cartman	5	0	You do that. Goodnight, Kyle.	[]
Other	18	0	Josh Meyers TP'ed over six hundred houses in less than a year.  He's a real monster.	[]
Other	13	0	I just need to talk to someonen who knows how toilet paperers think.	[]
Other	23	0	Just remember: he'd toilet-paper you in a second if he had the chance.  He's the last cell on your left.	[]
Other	14	0	Hello, Josh. My name is Officer Barbrady. I'm with the South Park police.	[]
Other	15	0	That's a terrible cologne you're wearing, officer. You should try something more... casual.	[]
Other	12	0	I was hoping you could help me solve a toilet-papering case?	[]
Other	13	0	And why would I do that? Because I'm such a charming fella?	[]
Other	12	0	Uh please, I need your help. What would you want in return?	[]
Other	27	0	Due to the harsh nature of my crimes they don't allow me to have toilet paper in my cell. You can imagine how bothersome that becomes.	[]
Other	10	0	You... know I can't give you toilet paper, Josh.	[]
Other	37	0	No, but it was worth a try, wasn't it?  Tell me something, officer: why is it that you police such a small town. You must have had larger inspirations. What happened to those... big-city dreams?	[]
Other	6	0	Well, that's kind of personal.	[]
Other	22	0	Quid pro quo, officer. Tell me what I want to know. And I'll help you catch whoever toilet-papered that house.	[]
Other	19	0	Look kid, I have very little time to catch whoever toilet-papered that house. Tell me what you know.	[]
Other	30	0	Are those the crime scene photos? Let me see them.  Yes. Yes. Not bad work, not bad at all. These toilet-paperers are professionals...at least one of them is.	[]
Other	9	0	So you think there was more than one. Why?	[]
Other	36	0	Tell me something first. When you went to the academy you had something to prove. You wanted to protect and serve, but mostly you wanted to protect yourself. Who were you protecting yourself from, Officer Barbrady?	[]
Other	15	0	Oh all right, all right, my uncle Charles used to hit me with a belt!	[]
Other	51	0	Thank you. Your toilet-paperers are most like males between the ages of 8 and 10 and probably virgins. Parents notice that much toilet paper missing, so they would have to have bought it themselves. Find out where the toilet paper came from, officer, and you just might catch your man.	[]
Cartman	28	0	Stan, Kenny, can I talk to you guys for a second?  I think we have the counselor and the principal fooled, but we need to talk about Kyle.	[]
Stan	3	0	What about him?	[]
Cartman	12	0	Come on, you know. He's losing it. He's gonna crack.	[]
Kenny	4	0	(I think so too.)	[]
Cartman	25	0	Kyle can't take the heat; he's gonna sing like a canary. Then we're all gonna take the fall for what we did.	[]
Butters	3	0	Ha-ey fellas.	[]
Stan	1	0	Butters.	[]
Cartman	22	0	Look you guys, all it takes is for one of us to crack, and we all know who the weakest link is!	[]
Stan	5	0	So what should we do?	[]
Cartman	9	0	We have no choice. We have to kill Kyle.	[]
Stan	6	0	... Dude, we're not killing Kyle!	[]
Kenny	1	0	(Yeah!)	[]
Cartman	2	0	Why not?	[]
Stan	7	0	Kyle's not gonna say anything, alright?	[]
Cartman	39	0	He almost spilled the beans in the counselor's office! He can't even keep the story straight! I'm telling you guys, he's weak. He's weak, and he'll be the end of all of us.	[]
Other	7	0	You wanted to see me, Officer Barbrady?	[]
Other	39	0	Yes, thanks for coming, Mr. Bell. A house was TP'ed in South Park and I need to see if you can identify the toilet paper I recovered from the scene.  I'm... sorry I have to do this.	[]
Other	3	0	Oh my God.	[]
Other	7	0	Is this toilet paper from your store?	[]
Other	21	0	It's... difficult to tell, it's... so decayed, I... wait a minute, yes. Yes, I recognize the floral pattern now.	[]
Other	6	0	Positive ID on the toilet paper.	[]
Other	8	0	Who would... do this to toilet paper? Who?	[]
Other	15	0	Mr. Bell, do you remember anyone suspicious buying toilet paper in the last few days?	[]
Other	3	0	Suspicious like how?	[]
Other	11	0	Well, like someone who was black or Mexican or Middle Eastern.	[]
Other	26	0	Nnoo, the only Mexican guy I recall bought toasted tarts and chips and... we don't allow Middle Eastern people in the store.  Oh my God!	[]
Kyle	6	0	What's this all about, Cartman?	[]
Cartman	21	0	I just wanted to see how you're doing, Kyle. Why don't we go out for a little boat ride?	[]
Kyle	3	0	A boat ride?	[]
Cartman	11	0	I just thought we should find a private place to... talk.	[]
Kyle	2	0	Well, okay.	[]
Cartman	22	0	Could you help me put this cement block and chain in the boat?  Okay, let's go.  So how are things, Kyle?	[]
Kyle	29	0	Terrible. Every time I close my eyes I see the house we TP'ed. I see the tears of our art teacher and hear the screams of her daughters.	[]
Cartman	8	0	And you feel like you have to confess.	[]
Kyle	60	1	I don't know what to do.  Part of me feels like I wanna end it all now.  Tell people what heppened. You know, I never knew how beautiful this pond was before.  So cold. The world can feel like that.  So calm on the outside, as if nothing bad ever happens.  Ow.  What the hell are you doing, Cartman?!	['hell']
Cartman	21	0	I'm killing you. But unfortunately I could only afford a Wiffle ball bat, so it's gonna take a while.	[]
Kyle	1	0	Cartman!	[]
Cartman	15	0	Don't fight it, Kyle, it will only take longer. Just slip into sweet unconsciousness.	[]
Kyle	16	0	You wanna kill me?! Fine!  I can't live like this anymore! Go ahead! Do it!	[]
Cartman	5	0	Won't be long, Kyle.	[]
Other	5	0	Josh, I need your help.	[]
Other	14	0	The answer is right in front of you, but you can't see it.	[]
Other	4	0	How do you mean?	[]
Other	8	0	Tell me, the toilet paper. Was it quilted?	[]
Other	1	0	Yes.	[]
Other	2	0	Single-sheet?	[]
Other	9	0	No, two-ply.  What? What does that tell you?	[]
Other	6	0	Why does one toilet-paper houses	[]
Other	3	0	To get revenge.	[]
Other	20	0	No, that is incidental. Your toilet-paperers wanted to transform the art teacher's house, thus transforming her entire occupation.	[]
Other	4	0	What do you mean?	[]
Other	13	0	Your uncle, who hit you with a belt. Was he a large man?	[]
Other	8	0	I don't have time for this, kid.	[]
Other	20	0	Did he stink like bayer when he came home from work all powoor from playin' down at the pool hiyouse?	[]
Other	24	0	Alright alright my dad dressed me up like a little girl on poker nights and he made me sit on all my uncles' laps!	[]
Other	26	0	Whoa. Uh, oh. Thank you. Your toilet-paperers are most likely students in the art teacher's class, students who aren't very good at art.	[]
Other	7	0	Oh. Of course! One of her students!	[]
Other	18	0	Fly along now, Officer Barbrady. You've got some arrests to make.  Fly fly flyyy. Fly fly flyyy.	[]
Other	11	0	Josh,  were you doing the silly voice for the policeman again?	[]
Other	2	0	No, sir.	[]
Stan	5	0	Cartman, what are you doing?	[]
Cartman	16	0	I'm getting rid of our problem. Kyle will be dead in a matter of hours.	[]
Stan	17	0	You don't have to kill Kyle, dude. The police made an arrest. And the person confessed!	[]
Cartman	2	0	They did?	[]
Kyle	2	0	They did?	[]
Stan	14	0	They say they got the guy that did it down at the police station.	[]
Kyle	8	0	Who confessed? That doesn't make any sense.	[]
Cartman	6	0	But can I still kill Kyyyle?	[]
Other	5	0	Hello boys. How are you?	[]
