character	value	profanities	line	profanityList
Cartman	16	0	I've got more friends than Ky-yle! I've got more friends than Ky-yle!	[]
Kyle	10	1	How the hell do you have more friends than me?	['hell']
Cartman	7	0	'Cause people think I'm cool, dude.	[]
Kyle	7	0	How many friends do you have, Kenny?	[]
Kenny	2	0	(Sixty two)	[]
Kyle	10	1	What? How the hell do I only have 37 friends?	['hell']
Stan	10	0	Aww, are you guys doing that stupid Facebook stuff again?	[]
Cartman	3	0	Stupid Facebok stuff.	[]
Stan	18	0	Why are you guys in here wasting your time? We're supposed to be outside playing video games.	[]
Kyle	32	0	Stan, you don't get how cool Facebook has become. You can message your friends, play Yahtzee with your friends, even start your own virtual farm and have your friends visit it.	[]
Stan	8	1	Dude, who the hell wants to play Yahtzee?	['hell']
Cartman	17	0	Stan, we know it's hard to get started, but we have a little surprise for you.	[]
Kyle	9	0	Yeah dude, we made you your own Facebook page.	[]
Cartman	1	0	Surprise!	[]
Stan	12	0	Noo, I told you guys I don't wanna be on Facebook!	[]
Kyle	11	0	Yeah, but now you can be friends with all of us!	[]
Kenny	1	0	(Yeah!)	[]
Stan	20	0	I'm not collecting friends and I'm not building any farms! I don't wanna get sucked into this!	[]
Cartman	18	0	Alright, fine dude, you don't have to add any friends. You can just be like Kip Drordy	[]
Stan	1	0	Who?	[]
Cartman	22	0	Kip Drordy, the third grader? He's got nooo Facebook friends.  And he's had a profile for more than six months.	[]
Kyle	12	0	Aww gee, that's... so sad. Everyone should have one Facebook friend.	[]
Stan	8	1	You guys are retarded I'm playing Xbox.	['retarded']
Kyle	17	0	There's really people out there without a Facebook friend in the world? That's so wrong.	[]
Kip	4	0	Ahhhhh.  Haaa! Haaaaaaaaaa! Yeah!	[]
Kip	7	0	Mom, Dad! I made a friend today!	[]
Kip's Mom	2	0	Kip, really?	[]
Kip's Dad	2	0	You did?	[]
Kip	1	0	Yeah!!	[]
Kip's Dad	5	0	Huh son, that's wonderful.	[]
Kip's Mom	4	0	What's his name?	[]
Kip	14	0	Kyle Broflovski! He's a student, and his interests include video games and reading.	[]
Kip's Mom	6	0	Oh, is he a nice boy?	[]
Kip	39	0	Oh, he's the best, Mom! He has a green hat, and he wants the world to stop talking about ninjas. Oh! I need to tell him what I'm currently thinking about! What am I currently thinking about?!	[]
Randy	18	0	Hey Stan, I was on my computer at work and saw that you have a Facebook page now?	[]
Stan	7	0	Yeah, Dad, I was kinda forced to.	[]
Randy	10	0	Well sooo... are you gonna add me as a friend?	[]
Stan	12	0	No- Dad, I I really don't wanna get more into it.	[]
Randy	10	0	...Oh okay.  So I'm, m not your friend then?	[]
Stan	5	0	...Dad, you are my friend.	[]
Randy	11	0	...But you just don't wanna, add me, as a friend?	[]
Stan	14	0	Dad it's just a stupid click of a button, it takes two seconds!	[]
Randy	10	0	Right, but you don't have... the two seconds orrr?	[]
Stan	6	0	I just wanna do my homework!	[]
Randy	12	0	Alright, fine.  Just to be clear, you and I are not... friends?	[]
Stan	6	0	Alright, Dad, I'll add you!	[]
Randy	3	0	Oh cool! Okay.	[]
Kip	28	0	Mom, Dad, my best friend Kyle? He went to the dentist yesterday, and got two fillings! And today he's wondering if Hurt Locker really deserved the Oscar!	[]
Kip's Mom	4	0	That's great, Kip!	[]
Kip	1	0	Yeah!	[]
Kip's Dad	8	0	They sure are getting to know each other.	[]
Kip's Mom	14	0	I'ts amazing! You know Kip spent the morning at the boy's farm?	[]
Kip's Dad	6	0	His friend lives on a farm?	[]
Kyle	39	2	I think I'll add some more... pigs.  Oh, maybe I should put in another field of corn there.  There we go. Nice.  Twenty nine? No, I have thirty friends.  Hey what the hell is-? Oh no! Oh shit!	['hell', 'shit']
Wendy	6	0	Am I a joke to you?	[]
Stan	1	0	What?	[]
Wendy	12	0	I just wanna know, is that all I am? A big joke?	[]
Stan	2	0	...Um, no?	[]
Wendy	7	0	You DO have a Facebook page, Stan!	[]
Stan	9	1	Oh Goddamnit no! I just got that because Kyle-	['goddamnit']
Wendy	10	0	Yeah well I saw your page, Stan! Relationship status? Single?	[]
Stan	11	0	Relationship stat- I didn't even pay any attention to that-	[]
Wendy	23	0	You like being single, Stan? So that you could Facebook to find other girls?! According to your Facebook page,  we aren't friends!	[]
Stan	11	0	Alright, I'll add you as a friend. I'm sorry.	[]
Wendy	12	0	And you'd BETTER change your relationship status to In a relationship!	[]
Stan	1	0	How?	[]
Wendy	7	0	By editing your profile under basic information!	[]
Stan	4	0	Okay, I'm sorry!	[]
Stan	6	0	Edit profile. Basic... settings Jesus Christ!	[]
Randy	9	0	Stan? Why won't you be friends with Grandma?	[]
Stan	13	0	...Aw. Dad, I just really don't wanna pay attention to this thing!	[]
Randy	14	0	Grandma is in the hospital! And you won't even be friends with her!	[]
Stan	9	0	Alright, Dad, I'll add Grandma as a friend.	[]
Randy	18	0	That's better. Oh, and I sent you a funny picture and you didn't respond to it.	[]
Stan	10	2	Dude, fuck Facebook! Seriously!  What the hell is this?! Podcast?	['fuck', 'hell']
Cartman	233	0	Welcome to Cartman's Incredible Podcast!  Hello fellow Facebookers, I'm here to do one thing: get you more friends!  Looking around Facebook today we see that since adding loser Kip Drordy as a friend, Kyle Broflovski's stock is plummeting! He had 55 friends just two days ago, he's down to just 11 this morning. Run to your Facebook account and delete Kyle from your friend list because he is poison and I don't see him making a comeback any time soon.  You're gonna want to dump Kyle and if at all possible add Clyde Donovan. Why?  Birthday! That's right, Clyde has a birthday coming up and his mom is taking everyone to Casa Bonita.  If you don't have Clyde as a friend, you're gonna want to add him, because Clyde's numbers are about to go way up! And now, Word On The Street.  The rumors are now becoming more than that; Jimmy and Bebe have agreed to share their friends. That's right. Looks like we're about to have a merger  So if you're a friend of Jimmy's you're about to luck into about 90 chick friends, and as we all know, chick friends are worth almost triple what dude friends are. That's all the time I have for today. Remember, update that profile, and steer clear of Kyle.	[]
Kyle	4	0	Can I come in?	[]
Stan	7	0	Sure dude.  Dude, what's the matter?	[]
Kyle	6	0	I... don't... have... any... friends...	[]
Stan	1	0	What?	[]
Kyle	75	0	I mean, I do, but, well, ever since I became friends with that Kip Drordy kid, a bunch of my other friends have started ignoring me. It would be fine except for my farm is starting to shrink. I know that I should just dump Kip as a friend, but that's such a terrible thing to do and, I'm sorry I'm just so confused I... I really need a friend right now.	[]
Stan	9	0	Okay dude, I'm I'm here for you.	[]
Kyle	10	0	'K, so then get on Facebook and fertilize my crops?	[]
Stan	1	0	NO.	[]
Kyle	9	0	Pleahehese! My farm hasn't expanded in three days!	[]
Stan	38	0	Dude, I've already had to become friends with all of Wendy's frends and my grandma's friends! I do NOT want to start doing all the farming stuff too! I'm not getting sucked into that!	[]
Kyle	16	0	You don't get sucked into it! You don't get sucked in at all! Plehehehehehehehese!	[]
Stan	2	1	Ah fuck.	['fuck']
Stan	8	0	Okay it says I'm at your farm.	[]
Kyle	32	0	'Kay, so now just click on the little soil button...  and then maybe put a sign up to comment on my farm...  Okay, now I can read the sign you put up...	[]
Stan	11	0	'Kay, it says you and I are now very good friends.	[]
Kyle	12	0	Yeah. We're very good friends. We're very good friends, Stan!	[]
Kip's Dad	11	0	So Kip, you spend more time with your buddy Kyle today?	[]
Kip	25	0	Oh yeah Dad, we've been havin' the best time! I showed him all the pictures of me and that silly Halloween costume last year.	[]
Kip's Mom	7	0	Oh, what'd he say about those?	[]
Kip	13	0	He laughed out loud. And then he was rollin' on the floor laughin'!	[]
Kip's Dad	7	0	Sounds like you boys had a ball!	[]
Kip	23	0	Mom, Dad, I'm all done. Can I go hang out with Kyle and tell him all about what I had for dinner?	[]
Kip's Dad	10	0	Well it's a little late, but it is Friday.	[]
Kip's Mom	13	0	I thnk the more time you spend with your little friend, the better.	[]
Kip	2	0	Wow, thanks!	[]
Kip's Mom	5	0	Have fun and be safe!	[]
Kip	17	0	Ate a pork chop for dinner. Had nice apple sauce too.  Hahaa haha! Yeah!  Yeah, yeah, yeah!	[]
Wendy	9	0	I think you look cute in your bunny costume.	[]
Stan	1	0	What?	[]
Wendy	15	0	I think you look cute in your bunny costume. What is that supposed to mean?!	[]
Stan	4	0	...I have no idea.	[]
Wendy	19	1	That's what Susan92 wrote on your wall! You give girls pictures of you in bunny outfits?! Fuck you!	['fuck']
Stan	14	0	Susan92 is a friend of my grandma's and she's 92 years old!	[]
Man 1	34	0	Oh hey Stan, I'm your friend Brian through your uncle Jimbo? Hey I commented on your status but I haven't heard back from you. Could you give me a poke sometime soon?	[]
Stan	1	0	Fine!	[]
Man 2	9	0	Hey kid, how come you ignored my friend request?	[]
Stan	5	0	I don't know you!	[]
Man 2	12	0	Yeah, well I'm just a guy that gets ignored, I guess!	[]
Randy	14	0	Stan? Grandma said she poked you and you haven't sent a poke back.	[]
Stan	8	0	...Dad, I didn't even wanna do th-	[]
Randy	4	0	Stan, poke your grandma!	[]
Stan	44	0	No. NO! Screw this! You know what? Edit Profile > Update Profile. There! Delete Profile!  You have requested to delete your Facebook profile. If this is an error, hit Cancel Proceed!  Delete yor profile, are you sure? Yes. No. Yes! Are you totally sure? Yes!	[]
Computer Voice	12	0	I'm afraid I can't let you do that, Stan Marsh.	[]
Stan	12	0	You can't let me do that? What are you talking about?	[]
Computer Voice	11	0	I'm gonna have to put you on the game grid.	[]
Stan	22	2	Delete Profile! Are you totally sure? Yes or- Yes! Goddamnit yes! Delete! Delete delete!  Hey dad?  Dad?  Oh dude, what the fuck?	['goddamnit', 'fuck']
Guard 1	4	0	Alright get moving, Profile.	[]
Stan	6	0	Profile? I'm not a profile.	[]
Guard 1	1	0	Ignore.	[]
Stan	1	0	AAH.	[]
Profile 1	9	0	Tom Davis says hello to Linda Green's profile.	[]
Profile 2	10	0	Linda Davis likes how Tom Davis has changed his status.	[]
Stan	5	0	'Scuse me, my name is-	[]
Profile 3	1	0	Ignore.	[]
Stan	8	0	Eh hey, could you tell me how I-	[]
Profile 4	1	0	Ignore.	[]
Stan	7	1	Aw Goddamnit I got sucked into Facebook!	['goddamnit']
Kyle	30	0	I don't know what to do. I just can't seem to get my friend numbers to go up. I'm desperate. That's why I came to you.	[]
Cartman	33	0	You're very smart, Kyle. But the truth is, as long as you have that Kip Drordy loser as a Facebook friend, people view your friendship as a liability. You gotta dump him.	[]
Kyle	11	0	I can't do that, I'd just feel too bad.	[]
Cartman	27	0	Well Kyle, then what you have to do is go outside the normal circles and try to make friends with people who've never heard of Kip.	[]
Kyle	19	0	I've been trying! But I just don't know how to make totally new friends on the Internet.	[]
Cartman	15	0	It's not as hard as it sounds, Kyle. Have you ever heard of chatroulette?	[]
Kyle	4	0	No. What's chatroulette?	[]
Cartman	36	0	Yep, finding new friends is easier today than ever before. We just set ourselves up on webcam, and then the computer will randomly put us with one of the fifty thousand people online also doing chatroulette.	[]
Kyle	8	0	Hey, uh that's, that's kinda cool.	[]
Cartman	13	0	Uh huh. Alright, let's see who our first chat partner is. Connect.	[]
