character	value	profanities	line	profanityList
Aslan	54	0	Imaginationland... used to be a happy place. But then the terrorists attacked.  And so many of us were killed.  The Barrier came down, and all the most evil imaginary characters were unleashed.  Now our final battle will take place. The evil characters are marching toward us with the intent to wipe us all out.	[]
Beavery Beaver	6	0	This is gonna be fun, huh?	[]
Aslan	54	0	We prepare for a battle we cannot win.  Sweet and cuddly imaginary characters, many who have never held a weapon,  must now fight for their very lives. We are too few in number,  but we have one hope. That is where you come in, young boy.  Only you can help us win this battle.	[]
Butters	5	0	Wuh, what can I do?	[]
Aslan	11	0	You have a power here that you have yet to understand.	[]
Al Gore	38	0	Back it up!  Look!  Right there!  See that?!  What does that look like to you?! It's ManBearPig!  I told you it was real!  Look again!  There! half man, half bear, and half pig! Do you see it?!	[]
Official 1	6	0	Yes, we see it, Mr. Gore.	[]
Al Gore	16	0	Something big is going on, and the American people need to know what! I'm off!	[]
Doctor	21	0	He's recovering, but there's been some trauma to his brain. The boy says he's been hearing imaginary voices.	[]
Stan	3	0	Hello?  Hello? Anybody?	[]
Kyle	1	0	Stan?	[]
Stan	1	0	Hello?	[]
Kyle	1	0	Stan?	[]
Cartman	7	0	Good morning, Kyle. How are we feeling?	[]
Kyle	4	0	Cartman, what's happened?	[]
Cartman	33	1	What's happened? Well, let's see: You bet me that I couldn't prove that leprechauns were real. And if I could prove it, you had to suck my balls, I believe.	['balls']
Kyle	8	0	No, I mean what happened at the Pentagon?!	[]
Cartman	48	0	You just rest, Kyle.  Look what I made for you. A sundae. It has hot fudge and whipped cream and a cherry-  but... I feel like something is missing; don't you, Kyle?  What else belongs on a sundae besides hot fudge and whipped cream,  let's see	[]
Kyle	1	0	Arh!	[]
Cartman	29	1	Hot fudge, whipped cream, what else belongs on a sundae, Kyle?  What else goes on a sundae besides hot fudge,whipped cream, and ...oh, that's right!  My balls!	['balls']
Kyle	11	0	Cartman, what is going on out there?! What happened to Stan?!	[]
Cartman	26	0	Oh, he got sucked through that portal thing and they're gonna nuke it now.  So are you all set for your big photo shoot, Kyle?	[]
Kyle	9	0	Wwait, what do you mean? Stan's in danger?	[]
Cartman	37	1	Don't try to change the subject, Kyle.  You've done a really good job of getting out of this bet, but it's finally time to settle. Get ready for your sundae, Kyle. With extra nuts.	['nuts']
Jesus	7	0	Aslan, the evil characters are almost here!	[]
Aslan	17	0	Get everyone to the battlefield! Defend the castle walls! Quickly young boy, we need your powers now!	[]
Butters	7	0	What powers? Ah I don't understand.	[]
Gandalf	16	0	You are real. You are a creator. That means you can imagine things into existence here.	[]
Butters	4	0	I c-I can?	[]
Aslan	20	0	Santa Claus was killed in the terrorist attack. The first thing we need is for you to bring him back.	[]
Butters	1	0	How?	[]
Glinda	12	0	You just have to focus your mind. Imagine Santa and nothing else.	[]
Butters	12	1	How am I supposed to focus with all this crap goin' on?!	['crap']
Luke Skywalker	10	0	Think only of one thing. Imagine it. Believe in it.	[]
Gandalf	11	0	Whatever is most prominent in your mind will come to be.	[]
Steven	9	0	Butters!  You are grounded, mister! You hear me?!  Grounded!	[]
Butters	6	0	AAAAAAAAA! No, nonono, no no no!	[]
Aslan	7	0	What are you doing?! We need Santa!	[]
Butters	3	0	I'm trying!	[]
Wonder Woman	8	0	Come on, kid, imagine Santa! Believe in Santa!	[]
Zeus	5	0	You must believe in Santa!	[]
Aslan	5	0	BELIEVE IN SANTA! RIGHT NOW!	[]
Butters	2	0	GAA HAA!	[]
