character	value	profanities	line	profanityList
Doctor	8	0	Alright, Ms. Sanders, all ready for your abortion?	[]
Ms. Sanders	10	0	Ready as I'm ever going to be, I guess.	[]
Doctor	11	0	Well, try to relax; It will all be over very soon.	[]
Ms. Sanders	7	0	Docter, can we turn off that television?	[]
Doctor	11	0	Oh yes, I 'm sorry. Now, there is one more thing.	[]
Ms. Sanders	1	0	What?	[]
Doctor	7	0	Have you heard of stem-cell research?	[]
Ms. Sanders	17	0	Uh-I've heard of it on the news, but... I don't know what it is.	[]
Doctor	56	0	Well basically, a lot of amazing studies have shown that stem cells might be used to fight cancer and a myriad of other diseases. Right now, a lot of stem cells come from the tissue of aborted fetuses-  ah- I'm sorry, unwanted children. And if you sign a release, that tissue can go to studies.	[]
Ms. Sanders	9	0	Oh well, I suppose, if it can help others.	[]
Doctor	7	0	The hope is that someday it might.	[]
Ms. Sanders	2	0	Well okay.	[]
Doctor	18	0	Great.  Well, here we go. Nurse?  This is to go to Alder's Labs for stem-cell research.	[]
Nurse	2	0	Yes, Doctor.	[]
Truck Driver	18	0	...going places that I've never been Seeing things that I may never see a- Uuugh!  Jesus Christ!!	[]
Cartman	18	0	My baby takes the morning train and she takes another home again. Hmm.  What do we have heah?	[]
Stan	6	0	Well that burned a long time.	[]
Kyle	5	0	Yeah, that was pretty good.	[]
Stan	5	0	Oh dude, there goes one.	[]
Kyle	2	0	'K go!	[]
"Stan, Kyle"	1	0	Alright!	[]
Kenny	3	0	(That's awesome)	[]
Kyle	10	0	You've had that cough a while, Kenny. You okay?	[]
Kenny	5	0	(All right. I'm fine.)	[]
Butters	5	0	Hehehey, fellas! Ah, hey fellas!	[]
Stan	2	0	What, Butters?	[]
Butters	10	0	Eric says you gotta come to his house right away.	[]
Stan	5	0	Tell him we're busy.	[]
Butters	23	0	Oh, ah, well, he knew you'd say that, so, he told me to tell you that you don't wanna miss this.	[]
Kyle	7	0	What, did he lose a hundred pounds?	[]
Butters	20	2	Yeah, he ah knew you'd say that, too, so he said t'say, uh, up your ass, Jew.  Yeah.	['ass', 'jew']
Stan	8	0	Alright, let's go see what he wants.	[]
Butters	5	0	Oh, it's all sticky.	[]
Kyle	18	1	Alright, Cartman! What's so important you had to pull us away from lighting cow crap on fire?!	['crap']
Cartman	9	0	Oh you guys, you're not gonna believe it!	[]
Stan	1	0	What?	[]
Cartman	9	0	Guess what I have sitting in my back yard?	[]
Kyle	2	0	A trampoline?	[]
Cartman	1	0	Better.	[]
Stan	2	0	A boat?	[]
Cartman	1	0	Better.	[]
Kenny	3	0	(A football machine?)	[]
Cartman	1	0	Better.	[]
Stan	3	0	Well WHAT, Cartman?	[]
Cartman	6	0	Thirty-three aborted fetuses.  Oh yes.	[]
Kyle	1	0	...What?	[]
Cartman	4	0	Mint condition, tax free.	[]
Stan	10	1	Cartman, what the hell are you doing with aborted fetuses?!	['hell']
Kyle	5	0	I'm leaving right now!	[]
Cartman	10	0	Oh, I guess you don't watch the news, Kyle!	[]
Kyle	18	1	You've never watched the news, fatass!  And what the hell does that have to do with anything?!	['hell']
Cartman	3	0	Stem cells, numbnuts!	[]
Stan	2	0	Stem cells?	[]
Kyle	9	0	Oh, and what do you know about stem cells?!	[]
Kenny	6	1	(What the fuck are stem cells?)	['fuck']
Kyle	19	0	They're cells that come from fetuses, and some research show that they could be used to treat diseases.	[]
Cartman	43	1	It's been proven, Jew! I saw it on 3-2-1 Contact. With all the research that's going on, stem cells are worth three times their weight in gold. What I have in my back yard is an aborted treasure chest.	['jew']
Kyle	5	0	...I hate you so much.	[]
Cartman	16	1	Fine! I don't need you assholes! I can sell these fetuses all on my own!	['assholes']
Cartman	266	8	Hello. Is this the University of Colorado Biology Department? ...Great, uh I understand you're currently doing research on stem cells? Kewl, because I'm currently in possession of some aborted fetuses that I'm looking to unload? ...Uh, how much do you pay? ...No, no, come on, ah I got a guy who's gonna give me eighty dollars a pound right now. ...How about a hundred? ...Oh you're breaking my balls- I, I'll think about it. Bosnod Medical Group? ...Yeah, I called earlier about the stem cells and the fetuses? ...Okay, hi Randy, yeah. ...Oh yes, they've been kept in a cool temperature, yeah. ...These are primo fetuses, Randy, I wouldn't jerk you around. ...So what can your company give me for 'em? ...Oh Randy, you're breaking my balls here. ...You're breaking my balls, Randy.  Oh plehease! Okay, you tell me where you can get aborted fetuses for seventy cents on the dollar? You tell me, Chuck? ...Yeah, I didn't think so-You know, I'm just like the fetuses, Chuck. I wasn't born yesterday, either. Uh huh. ...So are you gonna talk to me, or are we just gonna keep bullshitting each other? Breakin' my balls, Chuck.  I gotta unload these fetuses, you wanna do some research. Are we talkin' here or what? You're breaking my balls. ...I'm telling you, if you let this deal pass you by, you're making a fetal mistake.  That's a joke  ...A hundred ten. ...Alright, alright, we got a deal. ...Good bye.  Damn I'm good.	['balls', 'jerk', 'balls', 'balls', 'bullshitting', 'balls', 'balls', 'damn']
Receptionist	4	0	Can I help you?	[]
Cartman	10	0	Yes, I'm making a delivery of these fetuses hyah?	[]
Receptionist	21	0	Oh, right, the fetuses. We were very lucky you called. Our last shipment of fetuses was lost in a truck accident.	[]
Cartman	13	0	Gee, that's terrible. So, uh who do I talk to about payment?	[]
Researcher	5	0	This is awful, just awful!	[]
Receptionist	11	0	Oh Larry! This young man has some new fetuses for research.	[]
Cartman	11	0	You're gonna love these fetuses, Larry. They're top notch.	[]
Larry	14	0	Oh well, I'm sorry, but we can't buy those from you now.	[]
Cartman	15	0	...What?! We made a deal, Larry! I brought them all the way down here already!	[]
Larry	14	0	I'm afraid the government has just put a ban on stem-cell research.	[]
Receptionist	3	0	A ban? Why?	[]
Larry	26	0	Too many people were upset about using aborted fetal tissue for a study. It's too bad, too. We really coulda helped a lot of people.	[]
Cartman	14	2	Ay! What the hell am I supposed to do with these things, huh?! Goddammit!	['hell', 'goddammit']
Stan	11	0	Dude, it looks like Cartman and Kenny are ditching school again.	[]
Kyle	7	0	Yeah, they're gonna get busted again.	[]
Ms. Choksondik	26	0	Alright, class, let's take our seats.  Now, uh, before we get started, Stan and Kyle? Uh, the principal needs to see you in her office.	[]
Stan	5	0	The principal? Aw, come on!	[]
Kyle	9	0	We don't know where Cartman is, Ms. Choksondik!	[]
Ms. Choksondik	6	0	She needs to see you now!	[]
Kyle	12	1	Aw man, here we go again! Use the Jew as a scapegoat.	['jew']
Principal Victoria	2	0	Hello, boys.	[]
Stan	6	0	Wait. What's going on here?	[]
Kyle	25	0	Alright, we don't know for sure why Cartman is ditching school, but it has something to do with abortion. That's all we know.	[]
Mr. Mackey	37	0	You didn't do anything wrong boys. We just need to talk to you. Have a seat.  Boys, uh... your little friend Kenny went to the hospital last night, m'kay.  And well, he's pretty sick.	[]
Kyle	3	0	Kenny's sick?	[]
Stan	3	0	Well how sick?	[]
Chef	9	0	Children, Kenny has been diagnosed with a... terminal disease.	[]
Stan	9	0	...but... the doctors are gonna make him better, right?	[]
Sharon	2	0	Oh dear.	[]
Stan	13	0	Mom? That's what hospitals are for. They, they can make him better.	[]
Sharon	1	0	Randy...	[]
Randy	29	0	They don't think so, Stanley. Your... your friend is terminally ill, and that means.. Well son,... th- that means he's going to be going to heaven soon.	[]
Kyle	6	0	Wait. Kenny's going to die?	[]
Gerald	3	0	...He might, Kyle.	[]
Stan	7	0	...But... he's our... fu... fufu- friend.	[]
Mr. Mackey	27	0	We know, and that's why he's going to need you boys to be strong for him, m'kay? He needs you now more than ever.	[]
Stan	13	0	No! This can't happen! Kenny can't die! Kenny can't die!!	[]
Cartman	139	3	Come on, Jack, you gotta be able to offer me more than that. ...Yes, I realize there's a ban on stem-cell research, but I've got thirty-some-odd human fetuses in my backyard! I'm sure there's other research your company can do with them. ...You'll take one? Okay, how much for one? ...Aw, Jack, you're breaking my balls here, Jack. Yes, hello, is this Captain Bly's Seafood Restaurant? ...Yeah, hi, I've got a shipment of about thrity-one of the most succulent shrimp from the West Indies. ...These are killer shrimp, Gary, your customers are gonna love 'em. ...What kind of price you payin' for shrimp? ...Oh, Gary, you're breakin' my balls, Gary. How about ten and a quarter? ...Balls, Gary. Breakin' 'em. ...Alright, I'll call you back.	['balls', 'balls', 'balls']
Liane	10	0	Sweetie, your friends are downstairs. They need to see you.	[]
Cartman	18	0	Not now, Mom, I've only unloaded three feti; I've gotta sell the rest before they spoil.	[]
Liane	6	0	They say it's an emergency.	[]
Cartman	4	0	Buh, alright.  eh, Butters?	[]
Butters	2	0	Uh, yeah?	[]
Cartman	7	0	Are you through databasing the clientele sheet?	[]
Butters	3	0	Eh, just about.	[]
Cartman	11	0	Alright, well, you gotta take over the telemarketing for a bit.	[]
Butters	4	0	Oh. Well, uh okay.	[]
Cartman	17	0	Just remember what I taught you and follow protocol. Next number to try is on the list.	[]
Butters	60	3	Right.  Uh hello? Is this Mr. Thompson with Anatomy Research? ...Yes, uh, hello sir. Uh, aah, we have a surplus of unborn fetuses that we think you can use for a ...dissection study. Uh huh, ah, how much do you pay for that? ...You're breaking my balls. ...I said, you're breaking my balls, Mr. Thompson. ...My, my balls.	['balls', 'balls', 'balls']
Cartman	6	0	What is this, a PTA meeting?	[]
Kyle	6	0	Cartman.  Kenny's in the hospital.	[]
Cartman	4	0	In the ...hospital? Why?	[]
Kyle	18	0	They told us he has a m-muscular disease. An and, that ...and that he, he might die.	[]
Cartman	2	0	Die? Kenny?	[]
Stan	10	0	Don't you say that! Kenny's not gonna die!	[]
Sheila	22	0	I'm going to go take the boys to go see him at the hospital, Eric. We thought you might wanna come.	[]
Cartman	9	0	Yeah. Yeah, of course. Let me get my coat.	[]
Doctor	5	0	There we go, little buddy.	[]
Kenny	3	0	(Thank you, Doc.)	[]
Doctor	14	0	You sure you don't wanna take your jacket off; it's pretty warm.	[]
Kenny	4	0	(I'm all right)	[]
Nurse	6	0	Hey, look who has some visitors.	[]
Doctor	16	0	Hmm, what a lucky little man. We'll be right outside if you need us, Kenny.	[]
Kyle	6	0	Hey dude, how's it going?	[]
Kenny	5	0	(I'm okay, I guess.)	[]
Cartman	10	0	We got you a present: it's a Gobo fighter.	[]
Kyle	11	0	Heh, don't, don't tell him what it is, dude.	[]
Cartman	2	0	Heh, sorry.	[]
Kyle	29	0	Hey, uh- we were all just talkin' about how when you get better, we're all gonna go down to Stark's Pond again and go camping. Huh, Stan?	[]
Stan	1	0	I-	[]
Kyle	6	0	Stan?  Stan, where are you going?	[]
Stan	7	0	I can't, I just can't.	[]
Kyle	6	0	Dude, he needs us right now.	[]
Stan	28	0	I can't see him like that, Kyle. All those hoses and wires. He's a kid, dude. He's s'posed to be running around and laughing.	[]
Kyle	26	0	I, I know it's tough but-  Look at me!  I know it's tough, okay?! I know! But we have to be tough right now!	[]
Stan	28	0	And what are we supposed to do, huh?! Stand in that room and keep making small talk?! Make believe like everything's okay?! I CAN'T DO IT!	[]
Kyle	15	0	Look, however hard you think it for you, it's a lot harder for him!	[]
Stan	4	0	Just leave me alone!	[]
Kyle	5	0	Stan, you can't leave!	[]
Stan	10	0	I'm not the one who's leaving, he is!	[]
Cartman	50	0	...You know, it's funny, Kenny. Stan and Kyle have always been sort of two best friends, you know, and... well I- I don't know if I ever told you this, Kenny, but um... I kind of always thought you were my best f-friend. I don't know.	[]
Kenny	8	0	(Eric, well you're my best friend, too.)	[]
Nurse	13	0	Okay, we're gonna need to get Kenny some time to sleep now.	[]
Cartman	19	0	Don't you worry, Kenny. I I'm gonna find a cure for you. Everything's gonna be okay!	[]
Kyle	1	0	Cartman?	[]
Cartman	9	1	Oh, Kyle. Hey, what's goin' down, Jew-boy?	['jew']
Kyle	4	0	Cartman, were you... crying?	[]
Cartman	24	0	' No! No, I mean, I, I got somethin' in my eyes. It's this uh, the air in here is just- uh.  Oh man.	[]
Kyle	9	0	Hey Cartman.  I care a lot about him, too.	[]
Cartman	17	0	I'm gonna find a cure, Kyle. I swear to God I'm gonna find a cure.	[]
Kyle	7	0	Sure you will, Cartman. Sure you will.	[]
Larry	24	0	This is where the bulk of our research was being done. But due to the government ban, we're mostly just packing things up.	[]
Cartman	10	0	Doctor, can you tell me exactly how stem cells work?	[]
Larry	49	0	Look, you have trillions of cells in your body: heart cells, skin cells, brain cells, and so on. But before a cell is designated as a toenail cell or a pancreas cell, it's what we call a stem cell. Sort of like a blank cell. Do you understand?	[]
Cartman	6	0	Not at all, but go on.	[]
Larry	50	0	Because these cells are blanks, they will often program themselves based on what cells you put around them. You see this rat? Earlier this year, we surgically removed the middle of her spine. then we injected her with some stem cells and... they became the missing part of the spine.	[]
Cartman	2	0	My God...	[]
Larry	23	0	Nerve cells damaged by Parkinson's disease or heart tissue of cardiac patients might ultimately be replaced by tissue grown from stem cells.	[]
Cartman	36	0	So then, could stem cells be used on someone whose muscle tissue is wasting away? In other words, if a little boy was dying from a muscular disease, the stem cells could become new muscle tissue.	[]
Larry	4	0	That's the theory.	[]
Cartman	41	0	Well, so then, if the stem cells are placed nest to s Shakey's Pizza, they would become another Shakey's Pizza! And you'd have your own Shakey's Pizza where you didn't have to charge yourself to eat!	[]
Larry	14	0	Well, no. To build another Shake's it would be better to use lumber.	[]
Cartman	1	0	Hmmm.	[]
Larry	15	0	But, unfortunately, the government has banned stem cell research and so... we'll never know.	[]
Cartman	14	0	Looks like someone is gonna have to try and change the government's mind.	[]
Larry	4	0	Where are you going?	[]
