character	value	profanities	line	profanityList
The Boys	9	0	School days, school days, teacher's golden rule day...	[]
Kyle	3	1	Ah, damn it!	['damn']
Cartman	1	0	What?	[]
Kyle	13	1	My God-damned little brother's trying to follow me to school, again!	['damned']
Ike	3	1	Suck my balls.	['balls']
Kyle	10	0	No, Ike! You can't come to school with me.	[]
Cartman	6	1	Yeah! Go home, you little dildo!	['dildo']
Kyle	12	1	Dude, for the last time, don't call my brother a dildo!	['dildo']
Cartman	10	3	Alright, go home, you little semen-puking asshole dickhead!  Ow!	['semen', 'asshole', 'dickhead']
Stan	2	0	Dude, sweet!	[]
Kyle	9	0	Yeah. Check it out.  Ready Ike? Kick the baby!	[]
Ike	6	1	Don't kick the goddamn baby!	['goddamn']
Kyle	2	0	Kick it!	[]
Ike	2	0	Waaaah--  Ow.	[]
Cartman	1	0	Uuugh.	[]
Kyle	12	0	Whoa Cartman. Looks like you didn't get much sleep last night.	[]
Cartman	12	0	That's because I was having these bogus nightmares all night long.	[]
Kyle	3	0	Really? What about?	[]
Cartman	64	1	Well, I dreamt that I was lying in my bed...  in the dark. When all of a sudden this bright blue light filled the room . Then slowly my bedroom door begin to open  and the next thing I remember I was being drug through a hallway.  Then these scary hands wanted to operate on me.  And they had big heads and big black eyes...	['drug']
Stan	2	0	Dude! Visitors!	[]
Kyle	1	0	Totally!	[]
Cartman	1	0	What?	[]
Stan	9	0	That wasn't a dream Cartman, those were visitors!	[]
Cartman	10	0	No, it was just a dream,  my mom said so.	[]
Stan	12	0	Visitors are real. They...  Wait a minute. This has all happened before.	[]
Kyle	6	0	Yeah. This does seem really familiar.	[]
Cartman	8	0	What the Funk & Wagnalls are you talkin' about?	[]
Kyle	12	0	Cartman, don't you remember the last time you had this dream?	[]
Cartman	13	0	Eh-ih... shut up you guys, you're just tryin' to scare me.	[]
Stan	32	0	No, dude, this happened before! Aliens put some device in you and then we tied you up to a tree and you went up on their ship! You don't remember that?	[]
Cartman	6	0	No I don't remember that!	[]
