character	value	profanities	line	profanityList
Cartman	9	0	Oh man, I thought that day would never end.	[]
Wendy	9	0	Hey Stan, you wanna maybe study together after school?	[]
Stan	8	0	What?! No way Wendy, today's the day!	[]
Wendy	2	0	What day?	[]
Butters	15	0	The day they're showin' Part 2 of last week's Terrance and Phillip show!	[]
Clyde	14	1	They're gonna finally reveal who Phillip farted on to get out of jail.	['farted']
Red	7	0	Oh God, that show is so dumb.	[]
Cartman	20	1	Dumb?! Phillip farted in somebody's face super hard! But you don't know who until this week's episode!	['farted']
Tweek	10	0	Eagh! This has been the longest week of my life!	[]
Wendy	13	1	Why do boys think farts are so funny? They're juvenile and gross!	['farts']
Cartman	12	1	No! No, nono, you're right Bebe! Farts totally aren't funny.	['farts']
Little Girl	1	0	Eww!	[]
Kyle	6	0	Come on guys, we gotta go!	[]
Jimmy	14	1	We're finally gonna learn the chocking truth of who Phillip f-farted on.	['farted']
Cartman	6	0	Let's get to my house!!	[]
Wendy	5	0	God they're so stupid!	[]
Stan	2	0	Oh boy!	[]
Butters	5	0	This is gonna be great!	[]
Craig	8	0	I've been waiting for this all week.	[]
Butters	2	0	Oh boy!	[]
Cartman	8	0	Ah ah ah, that's my seat, Craig.	[]
Craig	5	0	Dude, I was here first.	[]
Cartman	13	3	It's my Goddamned house, now get your bitch ass on the floor!	['goddamned', 'bitch', 'ass']
Butters	8	0	Well it's on, it's on, itsonitsonitson!	[]
Announcer	11	0	You are watching the Canada Channel, the only channel in Canada.	[]
Announcer 2	15	1	Previously on Terrance & Phillip: Terrance farted on the American president, but Phillip took the heat.	['farted']
Phillip	4	0	It wasn't me!	[]
Announcer 2	10	0	And now, the thrilling conclusion of... Terrance & Phillip: Blood Rage	[]
Announcer	15	1	...will not be seen tonight, so that we may bring you this Queef Sisters Special!	['queef']
Cartman	1	0	What?	[]
Announcer 3	30	4	The Canada Channel presents... The Queef Sisters. Katherine and Katie Queef.  Two Toronto girls who love shooting air out their vaginas.  It's The Queef Sisters special on Channel Canada.	['queef', 'queef', 'vaginas', 'queef']
Doctor	14	1	Alright Queef Sisters, it's time for your yearly PAP smear and vag exam.	['queef']
Katie	2	0	Alright Doctor.	[]
Katherine	4	0	I'm ready, Doctor.	[]
Doctor	10	0	Now I'm just going to check for cysts.  Awww!	[]
Cartman	5	1	What the fuck is this?!	['fuck']
Doctor	16	1	Now listen heauh! If you queef in my face, then I refuse to be your gynecologist!	['queef']
Katherine	11	1	I'm sorry, doctor. I had air trapped in my vagina.	['vagina']
Katie	1	0	Huhuhuhu!	[]
Doctor	36	0	Well just don't let it happen again! Now I'm going to check for cysts.  Arh!  Now stop it! That isn't funny! Babies come from there!  That's it! No PAP smear for you!	[]
Katherine	7	0	But doctor, what if I have cancer?	[]
Doctor	14	1	You should have thought of that before you queefed in my face three times!	['queefed']
Butters	15	0	They, uh they aren't gonna show part 2 of the Terrance and Phillip show?	[]
Katie	15	0	Doctor, my sister is just being difficult. Maybe you can just examine my cervix instead.	[]
Doctor	20	2	Well alright, let me check for cysts.  Nooo!  That does it, Queef Sisters! I'm not your vaginal doctor anymore!	['queef', 'vaginal']
Katherine	10	0	Oh Katie, I do believe we made the doctor angry.	[]
Katie	4	0	I guess so Katherine.	[]
Cartman	8	2	Dude! What the hell is this disgusting crap?!	['hell', 'crap']
Phillip	7	2	What the hell is this disgusting crap?!	['hell', 'crap']
Terrance	2	1	Queef Sisters?!	['queef']
Network President	14	0	That's right. It's a hot new Canadian show we're trying out.	[]
