character	value	profanities	line	profanityList
Wendy	7	0	Doctor, doctor! Will our daughter be okay?	[]
Kyle	20	0	I am sorry, Mr. and Mrs. Keller, but I'm afraid your daughter Helen still cannot see, hear, or speak.	[]
Wendy	3	0	Oh no! NO!	[]
Stan	11	0	'Ere 'ere, my good wife, 'ere is nothing we can do.	[]
Wendy	4	0	My poor little Helen.	[]
Timmy	1	0	Timmiihhh!	[]
Wendy	8	0	She can't see or hear us, John.	[]
Timmy	3	0	Heh-aaaah, Timmih!	[]
Stan	9	0	E-yes. Perhaps she should go to an asyluh.	[]
Cartman	14	1	Stan, what the hell is wrong with you? I can't understand your lines!	['hell']
Stan	6	0	'Cause the 'eard 'urts my 'ace.	[]
Kyle	7	0	Can we take a lunch break now?	[]
Cartman	27	0	No! If we want our play to be better than the kindergartners' play, we have to rehearse as much as possible! Now let's continue the scene!	[]
Bebe	16	0	Hello. My name is Anne Sullivan, and I believe I can teach this child to communicate.	[]
Stan	6	0	Uh-eally? Uh you think so?	[]
Bebe	4	0	Water, Helen! Waaa-terr!	[]
Timmy	4	0	Agh oh-ight, Timmih!	[]
Cartman	10	1	God-damnit, Timmy! Helen Keller isn't supposed to talk!	['damnit']
Butters	8	0	Hey you guys! We got a big problem!	[]
Kyle	4	0	What is it, Butters?	[]
Butters	19	0	The kindergartners! I just came from their dress rehearsal. Hoh, it's good, you guys. It's real good!	[]
Cartman	2	0	How good?	[]
Butters	29	0	They got Pilgrim outfits! And Indian ones, too! They've got singing and dancing and boy you've never seen such a show! Why, it's a Thanksgiving extravaganza!	[]
Clyde	2	0	Oh, no!	[]
Kyle	8	0	We can't be outdone by the kindergartners!	[]
Clyde	3	0	Oh, now what?	[]
Stan	5	0	Oh yeah, we can't!	[]
Cartman	23	0	Alright, alright! Quiet down! Look, we still got four days until the Thanksgiving festival; that's plenty of time to revamp our play!	[]
Kyle	17	0	Revamp how? The rules are that the fourth grade class has to perform the Helen Keller Story.	[]
Cartman	20	0	Yeah, but nobody told us how we had to do it. We can have Thanksgiving stuff and music numbers, too.	[]
Clyde	17	0	Well, we can add music numbers, but how do we make the Helen Keller story more Thanksgivingy?	[]
Wendy	14	0	I know! How about, instead of a dog, Helen Keller has a pet turkey.	[]
Token	7	0	Yeah, a turkey that could do tricks.	[]
Kids	1	0	Yeah	[]
Cartman	41	0	That's the spirit, gang! Alright. Stan and Wendy, you go out and find some musical instruments! Kenny and Clyde, take some kids and buy some Thanksgiving decorations for the set! Kyle and Timmy, you go out and find a turkey!	[]
Kyle	1	0	Okay!	[]
Cartman	12	0	This is gonna be the best version of the Miracle Worker ever!	[]
Kids	1	0	Yay!	[]
Rancher	8	0	What kind of turkey are you lookin' for?	[]
Kyle	7	0	A smart one, that can do tricks.	[]
Rancher	21	0	Well, I ain't got a whole lot left, it bein' almost Thanksgiving and all.  Go ahead, just pick one out.	[]
Timmy	1	0	Timmaay!	[]
Rancher	15	0	Oh, that one's a little messed up. Not exactly the... pick of the litter.	[]
Timmy	1	0	Haaaaa!	[]
Kyle	17	0	Uh, Timmy, if we back to the other kids with that turkey they're gonna be pissed!	[]
Timmy	1	0	TIMMAY!	[]
Rancher	25	0	Yeah. Best you not take that one. I was just about to take it out in the yard and putt a bullet in its head.	[]
Kyle	7	0	What?! Aw, dude, don't say that!	[]
Timmy	3	0	T-TIIMMAY TIMMAY!	[]
Kyle	7	0	Alright, we'll take him. How much?	[]
Rancher	2	0	Fifty bucks.	[]
Kyle	18	0	But you were just gonna take it out in the backyard and put a bullet in its head!	[]
Rancher	10	0	I know! Now I gotta find somethin' else to shoot.	[]
Kyle	8	1	...God-damnit, here!  Alright, Timmy, let's go!	['damnit']
Rancher	12	0	I've got a one-legged pig if you'd like, too.	[]
Kyle	6	1	Aw, blow it out your ass!	['ass']
Cartman	35	0	Guys, I want you all to meet Jeffrey Maynard. He's South Park's biggest expert on musical theater, AND, he played the lead in Les Miserables at the Denver Community Playhouse for five weeks.	[]
Kids	1	0	Bravo.	[]
Wendy	14	0	Do you think we could make up a good Thanksgiving play in four days?	[]
Jeffrey Maynard	13	0	I would swear it on my life. Your play shall want for nothing.	[]
Kids	1	0	Hooray!	[]
Jeffrey Maynard	20	0	Now, the first thing a good musical needs is a big opening number. Something that sets up the entire show.	[]
Cartman	12	1	Alright! Places, everybody! Bring in the turkey!  What the hell is that?	['hell']
Kyle	8	0	It's a turkey.  His name is Gobbles.	[]
Timmy	1	0	GOBBLES!	[]
Cartman	9	0	And where... pray... is our beautiful trick performing turkey?	[]
Kyle	11	0	Um, we... sssort of spend all the money on this... one...	[]
Timmy	1	0	GOBBLES!	[]
Cartman	20	0	Kyle, can I talk to you over here for a second?  Kyle? Why do you do these things to me?	[]
Kyle	25	0	I didn't do anything to you. Timmy saw the turkey and wanted to get it. What do you want me to say to him?	[]
Cartman	12	0	You say, No, Timmy, you can't have that turkey! Bad Timmy!	[]
Kyle	16	0	Look, I know it isn't exactly what we wanted, but maybe we can train it.	[]
Token	4	0	Yeah, that turkey sucks.	[]
Jeffrey Maynard	18	0	Wait! What's that, you say? A thanksgiving turkey is what you require? I know of a turkey.	[]
Stan	2	0	You do?	[]
Jeffrey Maynard	25	0	During my years on Broadway I... worked with a turkey who could do all kinds of tricks. She even jumped through a hoop of fire.	[]
Cartman	7	0	Cool! Can you get it for us?	[]
Jeffrey Maynard	18	0	I will go promptly and call her trainer. On the morrow you shall have your trick performing turkey.	[]
Kids	1	0	Alright!	[]
Timmy	9	0	Gobbles!  Gobbles!  Up, heh. Uh!  Heeey, Gobbles!  Gobbles.  Gobbles!	[]
Cartman	2	0	No no!	[]
Liane	11	0	Boopsie-kins, It's late. You need to be in bed.	[]
Cartman	21	0	I can't sleep, Mom! I have to write the lyrics for the opening song of our Helen Keller Thanksgiving spectacular!	[]
Liane	2	0	Now, hon!	[]
Cartman	23	0	But  Mo-o-om, I have to write these lyrics so the plight of Helen Keller can be realized by the common man.	[]
Liane	7	0	Twenty more minutes, and that's it.	[]
Cartman	39	1	Twenty minutes! Does Tim Rice's mom give him twenty minutes to write the lyrics to Phantom Of The Opera?!  Speak to me Helen. Let me be your voice.  Come on, you blind bitch! Channel your spirit through me!	['bitch']
Clyde	14	0	Tonight we present the story of a courageous girl and her fight against depression	[]
Cartman	2	0	OP-pression!	[]
Clyde	13	0	Oppression. Our play begins in a simpler time.  Alabama, in the late 1800s	[]
Actors	29	0	\ 1800's, Alabama! What a great place and time! We're so happy that we live in 1800's Alabama 'cause it's sunny and there is no crime!	[]
Jeffrey	4	0	Now to the refrain!	[]
Actors	37	0	And in this little town in 1800's Alabama there's a family by the name of Keller! Their daughter's deaf and mute and blind as a bat, and her parents can't even tell her!!	[]
Lamond	8	0	Excuse me, I am Lamond, the animal trainer.	[]
Clyde	5	0	Oh.  Cool! He's here!	[]
Cartman	10	0	Awesome! Do you have a turkey that can do tricks?	[]
Lamond	51	0	Ap ap! Do not call them tricks! She's a very sensitive turkey! She performs feats, not tricks. Ladies and gentlemen, may I present the most beautiful bird in America!  Four-time prize winner of the National Western Stock Show and reigning poster child of turkeylovers.com! I give you Alinicia!	[]
Cartman	1	0	Yeh.	[]
Others	1	0	Wow.	[]
Cartman	1	0	Whoa.	[]
Bebe	4	0	Her feathers are beautiful.	[]
Clyde	8	0	That's the prettiest turkey I ever saw.	[]
Lamond	4	0	Of course she is!	[]
Cartman	16	1	Okay! Now we can really get this thing underway! Places, everybody!  Where the hell is Timmy?	['hell']
Timmy	2	0	TIM-MIH!	[]
Lamond	3	0	What... is... that?!	[]
Cartman	8	0	Uh, that's Gobbles, the physically challenged turkey.	[]
Timmy	2	0	Gobbles!  Gobbles?!	[]
Kyle	6	0	Timmy, we already got a turkey.	[]
Clyde	6	0	Yeah, and it's from Broadway.	[]
Timmy	1	0	Gobbles.	[]
Cartman	11	0	No, Timmy! That handicapped turkey does not go in our play!	[]
Kyle	19	0	Dude, don't forget: Timmy is the only kid who can play Helen Keller. Don't piss him off.	[]
Cartman	9	0	No, that's right. Only Timmy knows the part.	[]
Timmy	2	0	Tim-mih.	[]
Cartman	11	0	Oh, Jesus! Okay, fine! Helen Keller can have TWO pet turkeys!	[]
Lamond	8	0	My turkey does not work with other turkeys!	[]
Cartman	9	1	Oh, God-damnit, now what are we gonna do?!	['damnit']
Lamond	9	0	Alright, ah ah alright! Alri- ah a-alright. Alright.	[]
Cartman	8	0	Dude, we need your turkey for our play!	[]
Lamond	16	0	She's not coming out. She's very upset! She's pooped all over the room!	[]
Cartman	52	1	I know, I know, but listen: Uh, let me try to explain the position I'm in here. The retarded turkey belongs to our friend, Timmy. And Timmy's the only person who knows the part of Helen Keller. So, so tell me what I can do here to make everybody happy?	['retarded']
Lamond	4	0	Kill the other turkey!	[]
