character	value	profanities	line	profanityList
Cartman	25	1	You guys! You guys! We can finally do it! We can finally leave this crappy town and live the life we've all dreamed of!	['crappy']
Butters	2	0	We can?	[]
Stan	6	0	What are you talking about, dude?	[]
Cartman	34	1	Haven't you assholes been watching the news?  Pirating is back, my friends. Swashbuckling adventure on the high seas! The stuff we've all dreamed about! And it's all happening right here:  Somalia.	['assholes']
Clyde	4	0	Somalia? Where's that?	[]
Cartman	17	1	North Africa. Just picture it, guys: clear blue water with skull islands. Waterfalls and jeweled treasure underneath.	['jeweled']
Butters	1	0	Whoa.	[]
Cartman	43	0	I've worked it all out on Expedia.  We can take Southwest Airlines to Miami, then Dubai Air here to Cairo, and then it's just a 49-hour bus ride into Mogadishu, with all the booty and plunder a pirate could want.	[]
Kyle	15	0	Wow, you know, Cartman? That is an awesome idea. You should totally go to Somalia.	[]
Cartman	14	0	Right, and wi-  Wait a minute. You never think my ideas are good, Kyle.	[]
Kyle	35	0	No, I'm being totally serious. That is the best idea you've ever had. You should run away to Mogadishu. You should go there right away. I'll even help pay for your ticket.	[]
Cartman	20	1	Wow, cool! Wait a minute. The fuck?! Why would you do that? Unless... you're trying to trick me somehow.	['fuck']
Kyle	19	0	Nono, you're right. Somalia is an oasis of treasure and waterfalls. It's totally the pirate's life.	[]
Cartman	7	0	Then why don't you wanna go?	[]
Kyle	11	1	Well, c-cause dude, I'm Jewish, a-and you know...	['jewish']
"Kyle, Cartman"	5	1	Jews can't be pirates.	['jews']
Cartman	24	0	That's true. Well, I'm glad you've finally come to terms with your disability, Kyle.  Gentlemen, I'm off to start planning!	[]
Kyle	5	0	Please. Please let him go.	[]
Gordon Stoltski	38	0	Good morning, students. These are the morning announcements. Teacher-parent conferences have been rescheduled to next Tuesday.  Please inform your parents. The gym is being repainted, and is closed until tomorrow afternoon. And now for a special announcement:	[]
Cartman	87	0	Avast there, mateys!  Do ya have a thirst for adventure on the high seas of life?  Arrre you sick and tired of your parents and teachers telling you what to do all the time?  Then join Captain Cartman's Perfect Pirate Club, arrrr!  Just imagine it, me hearties! A life without rules, without homework and chores! You can live the pirate's life in Somalia, me friends!  Even Kyle said so.  Our first official pirate mee'in will be 4 pm today at Kevin Stoley's house!	[]
Kevin	6	0	At my house? Why my house?	[]
Cartman	43	2	There will be refreshments served! So make sure your mom goes to the grocery store, Kevinnn! So come one, come all! The invitation is open to any student who wants to be a pirate, and who isn't Jewish, Mexican or ginger! Arrrgh!	['jewish', 'ginger']
Gordon Stoltski	16	0	And for lunch today, the cafeteria will be serving taco salad or hoagie sandwiches. Thank you.	[]
Butters	30	0	Ahoy fellow club members. Congratulations on leaving your meaningless lives behind to become pirates.  Your life of boredom is at an end, thanks to Captain Cartman. All hands on deck!	[]
Cartman	27	0	Attention! All right, you booty lovers! So you decided to join Captain Cartman's edjeh...  Uh, guys, who let in the g-i-n-g-e-r?	[]
Clyde	16	0	Well, there's really not that many of us. We figured we should let him join.	[]
Cartman	24	0	But guys, g-i-n-g-e-rs can't be pirates because they don't have souls. Please get it out of here.	[]
Gordon Stoltski	9	0	Fine, I don't wanna be a pirate anyways!	[]
Cartman	17	0	Okay, anyways. Now enough small talk, lads! It's time for us to start rapin' and plunderin'!	[]
Butters	1	0	Yeah!	[]
Cartman	16	0	We set course tomorrow! I purchased everyone's ticket online using me mother's credit card!	[]
Clyde	7	0	And your mom is okay with that?	[]
Cartman	16	0	Dude, I'm a pirate! What the devil do I care what me mudder thinks anymore?	[]
Butters	1	0	Neato!	[]
Cartman	17	0	Alright lads! Go home and write your farewell letters to your families! The land of pirates awaits!	[]
Butters	2	1	Pirates ho!	['ho']
"Clyde, Ike"	2	1	Pirates ho!	['ho']
Kevin	1	1	Ho!	['ho']
Cartman	2	1	Kevin, Goddammit!	['goddammit']
Clerk	6	0	Have a good flight. Next, please?	[]
Cartman	25	0	We be headin' to Somaaliaa. By way of Miami to Cairo. And take care o' you put us in an exit row, you land lubber!	[]
Clerk	13	0	I see. You five boys are all booked through to Cairo by yourselves?	[]
Cartman	15	0	That we be, lass. It's all paid for on me mudder's credit card.	[]
Butters	15	0	Oh jeez. Unh I don't know if I can really go through with this.	[]
Cartman	1	0	What?!	[]
Butters	18	0	It's just l-leavin' everything behind, uh, uh I can't believe I'm actually doing it.	[]
Clyde	7	0	Yeah maybe we should think about this.	[]
Cartman	34	2	You guys, the fuck? Are you forgetting how crappy your lives are?! All the homework, the rules?! Butters, do you really wanna just go back to school, where people just make fun of you?	['fuck', 'crappy']
Butters	5	0	Huh, who, you mean you?	[]
Cartman	9	0	Yes! Do you really wanna go back to that?!	[]
Butters	6	0	No, I'm sick of it!	[]
Cartman	42	2	Well all right then, fag! We can't turn back now! The path to adventure lies just beyond this ticket counter! And if you four have really come all this way just to turn back now, then seriously you guys, the FUCK?	['fag', 'fuck']
Butters	6	0	He's right, lads. To adventure!	[]
Clyde	3	0	This is Somalia?	[]
Butters	10	0	Where's all the waterfalls and shi-and shipwreck lagoons?	[]
