character	value	profanities	line	profanityList
Announcer	4	0	Previously on South Park...	[]
Priest Maxi	8	1	Today, we are going to talk about hell.	['hell']
Saddam	2	0	Hello, Satan!	[]
Satan	1	0	Saddam...	[]
Sheila	7	2	Us Jews don't believe in hell.	['jews', 'hell']
Kyle	6	0	But what if we're wrong?	[]
Stan	3	0	Let's go.	[]
Stan	4	0	...they've killed Kenny!	[]
Butters	8	0	He had sins that he didn't confess!	[]
Satan	10	0	No, Saddam, I told you. I'm with Chris now.	[]
Priest Maxi	13	0	Boys, it is your Christian duty to save the souls of your friends!	[]
Chris	4	0	I love you, Satan.	[]
Satan	5	0	I love you too, Saddam.	[]
Satan/Chris	1	0	Wuh?!	[]
Richie	14	0	Fonz, there's no way you can jump that shark with your water skis.	[]
Fonzie	6	0	Aaaay! I've gotta try, Richie.	[]
Woman	2	0	Oh, huhuh.	[]
Stan	13	1	Dude, if this guy's goin' to hell, who's gonna save us?	['hell']
Cartman	15	0	Well, it looks like we're gonna have to save everyone in this town ourselves!	[]
Joanie	2	0	Go Fonz!!!	[]
Fonzie	1	0	Aaaaaa--	[]
Announcer	8	0	And now the exciting conclusion of... South Park.	[]
Fonzie	6	0	-aaaaaayy-err.  No!  No!  No!  No!	[]
Richie	8	0	I told him he couldn't do it.	[]
Cartman	47	1	I am saying this because we must be saved-uh. The Lord is powerful and he will smote the sinners and send them to everlasting hell-uh. If you do not live your life for Him-uh, then to the lake of fire you shall go-uh!	['hell']
Principal Victoria	42	1	You see that, parents? Your children have refused to come into class since this morning. I'm afraid your son is the leader, Ms. Cartman.  Apparently he's read the entire Bible, and now he's scaring the hell out of everyone.	['hell']
Liane	12	1	Boopie-kins.  It's time to stop preaching damnation to everyone, sweetie.	['damnation']
Stan	9	0	Don't you guys, um... persecrute our religious beliefs.	[]
Kids	1	0	Yeah!	[]
Sharon	16	0	We are not trying to persecute you kids, but you're supposed to be in school.	[]
Stan	22	0	What purpose does school have? The Bible says the only goal in this life is to praise God and get into heaven.	[]
Kyle	9	0	Yeah, this life is short. The afterlife is forever.	[]
Principal Victoria	12	0	Don't listen to them, kids. You have to go to school.	[]
Cartman	110	2	Many of you knew Kenny McCormick. He was a playful school-going eight-year-old. And then yesterday, he was  smacked down by the Lord-uh!  God bitch-slapped him right to the fiery depths of hell! So when will you go? Tomorrow? Ten years? Does it mattah?! No! Because unless you give this life to the Lord, that life belongs to Satan-uh!  But we cannot worship God in that church where that priest of sin resides,  so we will build a new church-uh. With crystal walls, a ceiling 80 feet high, and a slide that connects this part hmya  to this part hmya.  Who will help us?	['bitch', 'hell']
Kids	2	0	I will.	[]
Cartman	3	0	Praise God-uh!	[]
Satan	55	0	If I go spend the night with Saddam, then it's over between me and Chris.  Chris has been so nice to me and I know Saddam will just hurt me again.  M-maybe I'll just go talk to Saddam. I need closure, yeah. That's it, I need closure.  What am I doing?	[]
Saddam	6	0	What took yo so long, baby?	[]
Satan	7	0	Saddam, I'm just here to talk.	[]
Saddam	10	0	Great! Let's talk!  Hmm, this bed is comfy-bumpy.	[]
Satan	9	0	Saddam, I only came here because I need closure.	[]
Saddam	9	0	Sounds fun. You know me, I'll try anything.	[]
Satan	5	0	No! Saddam, listen to me.	[]
Saddam	5	0	Would you like a drink?	[]
Satan	61	0	Um, maybe just... a little one.  I have to go back soon. I need you to understand that we can't be together anymore.  I need you to not come by the condo and not try to see me. Chris thinks we can all be friends, but I don't. And I have to focus on Chris now.  What is this?	[]
Saddam	8	0	These hotels have all kinds of crazy channels.	[]
Satan	20	0	Saddam, will you listen to me?! Chris is a great person. He's the one I wanna be with now.	[]
Saddam	23	0	Really? So then... What are you doing here?  Well, I don't know about you, but this video is gettin' me pretty hot!	[]
Satan	1	0	Saddam...	[]
Saddam	4	0	Here, have another drink.	[]
Satan	11	0	Ooh, whoa... God, my head. Drank too much.  Chris?  Oh no!!	[]
Saddam	17	0	Man, look at that! We went through 14 bottles of vegetable oil!  Ewuh, I'm all greasy.	[]
Satan	6	0	Oh God, what time is it?	[]
Saddam	9	0	Last night was awesome! Are we together again now?	[]
Satan	18	0	I don't know. I-I guess so, but now I have to go home and tell Chris.	[]
Saddam	2	0	Screw him!!	[]
Satan	19	0	No, Saddam! I at least owe him an explanation!  I just don't know what I'm gonna say.	[]
Saddam	8	0	I know how to solve this little problem.	[]
Driver	48	0	We are now entering Ensenada, the second largest city on the Mexican Baja Peninsula.  We have now traveled over 2000 miles since leaving New York City. We'll just be stopping here for a few moments for gas, and then our tour will continue onto its final destination.	[]
Attendant	7	0	Oiga. Hay algo pegado bajo el autobus.	[]
Driver	10	0	'Kay. What's stuck to the bottom of the bus?	[]
Kenny	1	0	(Ahow..!)	[]
Driver	16	0	Oh, goodness! We must have run over a little Mexican further up north. Is it okay?	[]
Attendant	3	0	Pienso que si.	[]
Driver	8	0	Well, here's fifty for the gas.  Adios.	[]
Kenny	3	0	(Where am I?)	[]
Attendant	1	0	Que?	[]
Kenny	3	0	(Where am I?)	[]
Attendant	1	0	Que?	[]
Cartman	9	0	This is bea-utiful. Thine church is almost completed.	[]
Stan	13	1	There's no way God will want to send us to hell now.	['hell']
Kyle	9	0	Yeah, this church kicks a-- Eh... I-it kicks!	[]
Gerald	2	0	Hello, boys.	[]
Kyle	19	1	Don't try to take me away again, Mom and Dad! I told you! I renounced the Jewish faith!	['jewish']
Sheila	28	0	It's not that, Kyle. It's just that Eric's mother needs to see you all right away.  Just really quick; she says it's very important.	[]
Cartman	16	0	Very well. Yea. Guys, let us walk to mine home and see what mine mom wants.	[]
Sheila	5	0	I sure hope this works.	[]
Liane	10	0	Hello, kiddies. I made you all powdered doughnut pancake surprise.	[]
Stan	2	0	Wow, cool.	[]
Cartman	11	0	No! This is a trick! Do not vex me, O temptress!	[]
Liane	1	0	What?	[]
Cartman	52	0	This is a distraction from our work on the church!  Do not think that you can tempt us with toys  and new games  and tidings of powdered doughnut pancake surprise! For it is the afterlife we have concerned ourselves with!  Not the pleasures of this Earth, but salvation in the world aftah!!	[]
Stan	1	0	Yeah!	[]
Liane	4	0	Oh. Well,  alrighty then.	[]
Liane	6	0	I... don't think it worked.	[]
All	1	0	Aww.	[]
Cartman	18	0	Let us get back to our work at the church.  Yea. I shall answer the phone, hyah.  Hello?	[]
Kenny	13	0	(Cartman?! Cartman, you've gotta help me, and I'm not foolin' around!)	[]
Cartman	3	0	Oh my God!!	[]
Stan	1	0	What?	[]
Cartman	10	0	It's Kenny. He's calling from beyond the grave!	[]
Stan	5	0	Kenny?!  What's he say?	[]
Kyle	6	1	Ask him what hell is like.	['hell']
Cartman	14	1	Kenny! You have to tell us about hell! Give us every last horrible detail!	['hell']
Kenny	1	0	(Um...)	[]
Satan	14	0	Oh, God, Chris is gonna be so mad at me. Well, here it goes.	[]
Chris	2	0	Hey, you.	[]
Satan	2	0	Hi, Chris.	[]
Chris	5	0	You... were out all night.	[]
Satan	10	0	Yeah, I just... spent the night walking around the marina.	[]
Chris	18	0	Satan. You know you're not a very good liar. You went and saw Saddam, didn't you?	[]
Satan	1	0	Yes.	[]
Chris	3	0	Satan, I understand.	[]
Satan	1	0	What?	[]
Chris	8	0	I still feel secure and safe with you.	[]
Satan	3	0	Oh, n-no!	[]
Chris	9	0	What? What's wrong? I said it's okay.	[]
Satan	2	0	I know.	[]
Chris	8	0	Well, what more do you want from me?	[]
