character	value	profanities	line	profanityList
Cartman	25	0	All right, let's try over here.  Set up traps there, and there as well.  Last time I saw him he ran right through here.	[]
Kyle	13	1	This is so retarded, Cartman. You've got everyone believing your stupid story.	['retarded']
Cartman	34	0	It isn't a story, it's true! I saw a leprechaun. I've seen him come through here three days in a row now.  Hawk Eyes, this is Dragon Wind. Do you copy?	[]
Clyde	15	0	This is Hawk Eyes. We've set up the net and we're standing by.	[]
Cartman	12	0	Copy that, Hawk Eyes. Keep surveillance tag Alpha Niner. Dragon Wind out.	[]
Kyle	12	0	Just admit you were lying, Cartman, so that everyone can go home!	[]
Cartman	32	2	O-ho no! We have a deal, Kyle! If I can prove there's a leprechaun, you have to suck my balls, remember?!  Dragon Wind to Blackie: What's your six, Blackie?	['ho', 'balls']
Token	8	0	... I don't want the code name Blackie.	[]
Cartman	15	0	Code names are what they are, Blackie! Check your six and alert when in position!	[]
Kyle	4	2	This is fucking retarded!	['fucking', 'retarded']
Cartman	24	1	Hahaha, getting nervous, Kyle? When that leprechauns shows up you must suck my balls! Don't forget I have a signed contract from you.	['balls']
Kyle	26	0	Yeah, and if you couldn't prove there was a leprechaun, you have to give me ten dollars! Now just pay up and stop being stupid!	[]
Cartman	15	3	Goddammit, why hasn't it shown up yet?  Dragon Wind to Faggot! Come in, Faggot!	['goddammit', 'faggot', 'faggot']
Butters	5	1	This is faggot. Go ahead.	['faggot']
Cartman	15	1	Faggot I need you to keep surveillance North to North East. Check back in five.	['faggot']
Butters	6	1	Okay, will do. Faggot out.  Waagh.	['faggot']
Kyle	28	0	Okay, that's enough.  Everybody! Cartman is just pulling one of his stupid tricks on everyone, because he's trying to get out of a deal he made!	[]
Cartman	18	0	It was here, I swear it! I don't know why it's not showin' up this time!	[]
Kyle	32	1	You didn't see a leprechaun, fatass! If you could prove it, I had to suck your balls, but if you couldn't, you had to pay me ten dollars! Pay up!	['balls']
Butters	18	0	Uh, I got somethin'! I got it!  It's uh... Oh jeez I thnk it's a leprechaun!	[]
Cartman	5	0	Set off diversion track C!	[]
Stan	1	0	Dude...	[]
Jimmy	7	1	Fuh, fuck me, it's a leprechaun.	['fuck']
Cartman	10	1	Get it!  Get that fucking leprechaun! I want it alive!	['fucking']
Butters	1	0	Wow.	[]
Stan	1	0	Cool.	[]
Craig	2	0	No way.	[]
Token	1	0	Whoa.	[]
