character	value	profanities	line	profanityList
Stan	6	0	So, we meet again, Jennifer Lopez!	[]
Kyle	14	0	No, no, please! This time I swear I won't make albums or movies.	[]
Stan	17	0	That's what you said last time , but obviously we must now resort to more drastic measures	[]
Kyle	7	0	Oh God it burns! It bur-huhurns!	[]
Stan	4	1	Scream for me, bitch!	['bitch']
Kyle	1	0	AAAAAAAH!	[]
"Stan, Kyle"	2	0	Whoa! Awesome!	[]
Cartman	13	0	Ey you guys! You guys! Come 'ere, you guys, come check this out!	[]
Stan	4	0	Oh no, what now?	[]
Cartman	9	0	No, you guys, this is really cool. Come on!	[]
Kyle	6	0	What's this all about, Kenny?	[]
Kenny	11	0	(Wait until you see what I can do to the dog!)	[]
Cartman	23	0	Watch this. It's sooo funny.  Come 'ere, dog, come on.  Good dog.  Red rocket red rocket.  Red rocket. Red rocket.  Come on.	[]
Stan	7	1	Cartman, what the hell are you doing?	['hell']
Cartman	9	0	I'm milking the dog. They make dog milk.	[]
Kyle	4	0	No they don't!	[]
Kenny	3	0	(Yeah they do!)	[]
Cartman	23	0	Yeah, just hold on a minute. The fifth graders showed us how to do it.  Red rocket. Come on, dog, red rocket!  Ohooohhh!	[]
Stan	2	0	Whoa, cool!	[]
Kyle	3	0	That's awesome!	[]
Cartman	4	0	I told you guys.	[]
Stan	10	0	I had no idea dogs made milk; do it again.	[]
Cartman	24	1	Dumbass, you can only milk a dog once every few hours. It doesn't work if you beat off the dog again right away.	['dumbass']
Kyle	3	0	You beat off?	[]
Cartman	20	0	That's what it's called when you milk a dog: beating it off.  Don't you guys know anything?	[]
Stan	9	0	Wow, you learned all this from the fifth graders?	[]
Cartman	23	0	Yeah, I guess they thought we were cool, so they showed us how to do it-hey come here, dog. Dog, come here!	[]
Sharon	17	0	I was really happy with this month's book. I agree with what Bob and Linda said-	[]
Stan	6	0	Mom! Dad! You gotta see this!	[]
Sharon	13	0	Not now, Stanley. This is Mommy and Daddy's book club night, remember?	[]
Stan	5	0	But it's super-cool!	[]
Sharon	11	0	Later, sweetie.  Anyway, I found myself enticed by Steinbeck's imagery.	[]
Man	9	0	Uh the first chapter alone was filled with poetry.	[]
Sharon	9	0	Oh, wasn't it? I mean, the first sentence:	[]
Stan	7	0	Red rocket. Red rocket, Sparky. Red rocket.	[]
Sharon	27	0	Cannery Row in Monterey in California-  -is a poem, a stink, a grating noise...  It's amazing how with three images  he puts you right there, and...	[]
Stan	4	0	Red rocket, red rocket!	[]
Randy	1	0	WAAAH!	[]
Sharon	7	1	Stanley, what the hell are you doing?!	['hell']
Stan	10	0	I'm beating off the dog. Red rocket, red rocket.	[]
Sharon	8	0	STANLEY, YOU GO TO YOUR ROOM RIGHT NOW!	[]
Stan	3	0	My room? Why?	[]
Sharon	11	0	Go, Stanley!  Ahaha, ahem. Heheh, he, he gets very good grades.	[]
Sharon	12	0	Stanley, do you know why you're being grounded for ten months?	[]
Stan	1	0	No!	[]
Randy	23	0	Beating off the dog is not appropriate when we have company!  Ah I mean, ever! Beating off the dog is not appropriate ever!	[]
Stan	6	0	Why?! What's the big deal?!	[]
Sharon	9	0	Stanley, don't you understand what you are doing??	[]
Stan	13	0	I was doing red rocket to make the dog's milk come out.	[]
Randy	12	1	No, Stan! What you were doing to the dog was-ss sexual.	['sexual']
Stan	1	0	Huh??	[]
Sharon	15	0	You were stimulating the dog, Stanley! What came out of him was his... r-Randy?!	[]
Randy	31	0	Well, you know, when you do that to a m-male... the... eh eh you make his... stuff come out.  Well, Jesus, haven't they taught you these things at school?!	[]
Stan	2	0	What things??	[]
Sharon	8	1	Sexual education. Haven't you learned that yet?	['sexual']
Stan	1	0	No!	[]
Sharon	14	0	Oh. Look, well, you see, Stanley,... Well, your school should be teaching this stuff!	[]
Randy	10	1	Yeah! Let's get that damned school on the phone!	['damned']
Principal Victoria	22	0	Okay, parents. I know a lot of you want a chance to speak, but we have to talk one at a time.	[]
Sharon	33	2	Look, our kids are learning sexual things on the street and on television. There's no way we can stop it. The schools have to teach them sexual education at a younger age.	['sexual', 'sexual']
Principal Victoria	13	1	School policy has been to teach sexual education later. In the fifth grade.	['sexual']
Mr. Tweek	5	0	It isn't soon enough.	[]
Stuart	13	0	Yeah. Why, just this afternoon our son was caught beatin' off our dog.	[]
Chef	29	1	Look, parents. Do you really want your children learning about sex? Part of the fun of being a kid is being naive! Let them be kids for a while.	['sex']
Ms. Choksondik	47	2	Naive at what cost, Chef? Parents, we have to face facts: Children in America are having sex at younger and younger ages. STDs are affecting younger and younger kids all the time. The only way we can combat that is by educating children before they have sex.	['sex', 'sex']
Chef	17	2	The first thing that kids learn about sex shouldn't be some bitch-scare tactic about STDs.	['sex', 'bitch']
Sheila	27	1	No, she's right! With all the teen pregnancies that are out today, I think my boy does need to know about sexual education.  From the school.	['sexual']
Adults	7	0	Yeah. Uh huh. Yeah, we have to.	[]
Mr. Mackey	108	6	Okay, boys, this is the first day of sexual education, m'kay? Now, I know that some of you think this is very funny. Words like penis and vagina.  Nuh- now STOP that, m'kay! We're goin' tuh get through this by being mature and grown up, m'kay.  Now, this is the male anatomy, m'kay. Here we see the testes and the scrotum.  STOP that, m'kay! The next person that laughs is gonna get a referral!  M'kay. Now, in order to have intercourse, the man takes his penis, and he... hmmm... uhh...  let's see, the man takes his penis, and he... hm.	['sexual', 'penis', 'vagina', 'scrotum', 'penis', 'penis']
Stan	9	0	Dude, haven't you ever had intercourse, Mr. Mackey?	[]
Mr. Mackey	53	3	Well, sure I have! It's just... I was about 19 at the time, so it's been about 21 years... m'kay. Let's see, uh...  I'm pretty sure I took th-yeah I took the penis, and I bu- uh, what the hell did I do with that damned thing??	['penis', 'hell', 'damned']
Ms. Choksondik	19	0	Alright girls, even though this may be stuff you don't want to hear, you need to hear it.	[]
Wendy	10	0	Oh, we wanna hear it, Ms. Choksondik. We're excited.	[]
Bebe	8	0	Yeah, we think it's gonna be fun!	[]
Girls	1	0	Yeah!	[]
Ms. Choksondik	51	3	Fun! It's going to be fun! Well let's start with our first lesson, then, shall we?  SEXUALLY TRANSMITTED DISEASES!!  That's right, because unless you get boys to wear condoms you can and will get a sexually transmitted disease from them! How fun is that, hmmm?! Is that fun?	['sexually', 'condoms', 'sexually']
Wendy	5	0	I didn't mean that-	[]
Ms. Choksondik	103	3	Today over 20,000 Americans will contract a sexual disease! TODAY! Twelve thousand more tomorrow! And the reason is that you girls wake up in the morning and say, It's not going to happen to me. You say, Oh, Ms. Choksondik, that happens to girls in Detroit, in Brooklyn, but not here in Colorado. WRONG!  Gonorrhea, herpes, chlamydia, HPV, HIV, syphilis, hepatitis B, hepatitis C, the list goes on and on! These are serious diseases! They have serious consequences!  You think that sex is about fun and games and love?  Wrong! Sex is about disease! Here's a little picture of herpes.	['sexual', 'sex', 'sex']
Girls	1	0	AAAHHH!	[]
Ms. Choksondik	8	0	And here's a little syphilis for you!	[]
Girls	1	0	AAAHHH!	[]
Ms. Choksondik	17	1	That's right, girls. Here's what happens when you don't get boys to use condoms!	['condoms']
Chef	3	0	Hello there, children.	[]
Boys	2	0	Hey Chef.	[]
Chef	6	1	How is sexual education class going?	['sexual']
Stan	10	0	It's dumb. Mr. Mackey doesn't teach us nothin'.	[]
Chef	28	0	Yeah, I don't think Ol' Mackey knows a hymen from a hysterectomy. And Choksondik? I'd be surprised if she's ever gotten laid in her life.	[]
