character	value	profanities	line	profanityList
Cartman	139	1	The city isn't what it used to be. It all happened so fast. Everything went to crap. It's like... everyone's sense of morals just... disappeared. Bad economy made things worse.  The jobs started drying up. Then the stores had to shut down.  Then a black man was elected President. He was supposed to change things.  He didn't.  As more and more people turned to crime and violence the town becomes gripped in fear. Dark times. The city needs protection.  There is an animal that lives by night, searches the trashcans and cleans out the garbage.  To clean out the trashcan of society I've chosen to become more than a man.  I'm the hero this town needs. I am...  the Coon!  As the world plummets into despair the Coon fights to keep order intact.	['crap']
Josh	8	0	Lisa I had a really great time tonight.	[]
Lisa	4	0	I did too, Josh.	[]
Josh	8	0	Would you... mind very much if kissed you?	[]
Lisa	3	0	Not at all.	[]
The Coon	26	1	A woman being raped. This is what our city has been reduced to. When the money goes, the raping starts. Women are helpless... without the Coon.	['raped']
Lisa	5	0	O-hoh, yes Josh. Yehehessss!	[]
The Coon	3	0	Let her go!	[]
Josh	2	0	'Scuse me?	[]
The Coon	6	0	You aren't raping anyone tonight!	[]
Josh	7	0	Oh, it's a talking squirrel.  Oh!	[]
Lisa	1	0	Ah!	[]
Josh	4	0	Oh! Ow! Wugh! Oh!	[]
The Coon	7	0	Get out of here! Get to safety!	[]
Josh	7	0	Ugh! L-lisa! Call me! Oh! Ow!	[]
The Coon	13	1	Another woman saved from rape. But how many more rapists are out there?	['rape']
Josh	4	0	Oh that really stings.	[]
Officer 1	9	0	Here's that file on the Rodriguez case, detective.	[]
Sgt. Yates	23	0	Alright, things are pretty quiet out there, boys. Let's try to get caught up on some paperwork. Murphy I want you to-	[]
The Coon	14	0	Don't let the city's peacefulness fool you, commissioner! It's too quiet.	[]
Sgt. Yates	5	0	Oh, not this kid again.	[]
Officer 1	7	0	Hey, you get out of here. Out.	[]
The Coon	24	0	There was another rapist in the park tonight.  It's no coincidence. It must be a rapist plot and at stinks to the top.	[]
Sgt. Yates	1	0	What?	[]
The Coon	22	0	I think the Mayor might be involved. It's my theory she might have a lesbian lover who's holding her leash.	[]
Sgt. Yates	16	0	Jesus Christ,  can we get a lock on that window?  Look kid, you need to stop-	[]
Officer 1	3	0	He's gone.	[]
The Coon	17	1	No, I'm just over here now.  What do we know about the Mayor's sexual preferences?	['sexual']
Sgt. Yates	21	0	Alright, listen: you have five seconds to leave or we're gonna put you in the jail and call your parents!	[]
Officer 1	4	0	Jail's full, sir.	[]
Sgt. Yates	8	0	Whatever. Then we'll just put you in-	[]
The Coon	6	0	Now I'm back over here.	[]
Sgt. Yates	7	0	Just get out of here before we-!	[]
The Coon	5	0	I'm right here now.	[]
Sgt. Yates	4	0	All right, stop it!	[]
The Coon	28	0	Yes, I have to go now.  But in the meantime I have something that might interest you.  Make sure all your men get a look at these, detective!	[]
Sgt. Yates	4	0	What's in here?	[]
Cartman	24	1	Hey guys. Good morning.  You guys... hear that another rape victim got saved by a superhero last night? They say it was the Coon.	['rape']
Stan	4	0	Who's the Coon?	[]
Cartman	63	0	I know, right?  Who is the Coon? It's what everyone must be asking themselves. Somebody is dressing up at night and taking the law into their own hands. As for me, I certainly don't agree with the Coon's reckless ways. If you ask me, there's no room in this world for vigilantes. I believe the Coon is a menace.	[]
Kyle	12	1	...Yeah, and dressing up and running around at night is faggy anyway.	['faggy']
Cartman	7	2	You're a fag, Kyle! Fuck you!	['fag', 'fuck']
Kyle	2	0	...Dude, what?!	[]
Cartman	5	1	He's not a fag!	['fag']
Kyle	4	0	Why do you care?	[]
Cartman	66	2	Oh. I uh... well I ah ah  I'm just... I'm just mad 'cause you should never use the term fag, Kyle. That's a hate word. And it's insensitive to butt pirates. Anyway, what do you think about the Coon, Stan and Kenny? Do you think he's the savior this town needs or do you think he's a dangerous vigilante?  Kenny?	['fag', 'butt']
Cartman	136	0	And of course the most common question asked is, just who is he?  Is he a hero or a menace?  While we can all admit that the Coon is obviously really cool, we should also be asking each other... Why does he care so much for the people of this town? Why does he sacrifice himself every night to rid our streets of crime? And does he really have the right? What we all need now-  Clyde? Clyde, could you wake up please? This is important.  What we all need now is PROOF... that the Coon exists. I believe that tonight from approximately 5 to 5:45 the Coon is going to be on the roof of Walgreens. I know I'll be there with my camera. And I'm sure... many of you will, too.	[]
