character	value	profanities	line	profanityList
Announcer	7	0	And now back to Wheel of Fortune!	[]
Pat Sajak	14	0	All right, Randy, congratulations on making it all the way to the bonus round!	[]
Randy	2	0	Thanks, Pat!	[]
Pat Sajak	8	0	You've got some family here watching tonight.	[]
Randy	7	0	Yeah, they're all rooting for me.	[]
Pat Sajak	12	0	And I'm sure you have lots of friends watching back home?	[]
Randy	7	0	Yeah. Hi, everybody watching in South Park!	[]
Jimbo	3	0	That's us!	[]
Stephen	1	0	Hehey!	[]
Man 1	2	0	Hey Randy!	[]
Jimbo	2	0	Good luck!	[]
Pat Sajak	18	0	Well let's see if you can't make everyone proud. The category is  People Who Annoy You.	[]
Randy	1	0	Okay.	[]
Pat Sajak	22	0	As always, we give you the letters R, T, S, L, and E.  We just need three more consonants, and a vowel.	[]
Randy	11	0	Okay I'd like a B, an N, and a G.	[]
Pat Sajak	3	0	And a vowel?	[]
Randy	3	0	An O please.	[]
Pat Sajak	24	0	Okay, well, looks like you're gonna get a lot of help here.  The category is People Who Annoy You.  Audience, keep quiet, please.	[]
Randy	3	0	Uh... Well, uh...	[]
Pat Sajak	4	0	Ten seconds, Mr. Marsh.	[]
Randy	12	0	I know it but I don't think I should say it.	[]
Pat Sajak	4	0	Five seconds, Mr. Marsh.	[]
Randy	14	1	Oh all right uh, I'd like to solve the puzzle!  Niggers!  Huh?  Ohhh...	['niggers']
Stan	1	0	Oooo.	[]
Randy	6	0	Oh naggers. Of course, naggers.  Right.	[]
Pat Sajak	11	0	Uhh, can we cut to a... Can we cut to a-	[]
Randy	14	0	Well? Gave it my best shot. Least we had a fun trip, huh, gang?	[]
Sharon	12	0	I can't believe you said the N-word on national television.	[]
Randy	33	0	What? Well what was I supposed to do, Sharon? I thought I was gonna make $30,000! Stanley, the only reason Daddy used that word is that he thought he would win money.	[]
Kyle	12	0	Dude, did your dad know that the show was being broadcast live?	[]
Cartman	18	0	Dude, that was the funniest thing I've ever seen. I watched it on YouTube about sixty times.	[]
Stan	13	0	Can we just drop this please? I don't wanna talk about it!	[]
Cartman	24	0	Yeah well, it's not us you have to worry about. It's Token.  He is gonna want to kick your cracker teeth in.	[]
