character	value	profanities	line	profanityList
Dan	12	0	Artonius Jackson catches the ball , he's running down the sideline-  Ohhhh!	[]
Randy	7	0	BOHHHHH! Did you see that hit? BOOOOM!	[]
Dan	12	0	Jackson stops at the 45 and he is slow to get up.	[]
Randy	11	0	That was a great hit boys. Remember that at practice tomorrow.	[]
Commentator	30	0	Yeah, Jackson took a real shot and...  well I'm not sure what he's doing now, but uh, it appears as if he's looking for his keys, Dan.	[]
Dan	24	0	Yeah, and that doesn't make a lot of sense, because ever since his concussion in '06, he doesn't even have a license.	[]
Commentator	22	0	Coach Martin is coming over to tell him that now, but Jackson appears to think he's in a car driving home.	[]
Dan	38	0	Well, during this time out we're happy to be joined by the commissioner of the NFL, Roger Goodell. Commissioner, a lot of hoopla about concussions this year in the NFL. How's the league handling all that?	[]
Goodell	31	0	Well, there certainly are interesting statistics coming out, Dan, and we are deeply concerned, anduh and waiting to see if there's... really any direct correlation between football and head trauma.	[]
Dan	35	0	Oh, and it looks like some of the MFL alumni are takin' the field now. There's All-Pro safety Martin Gregors , and fullback Jim Harris. Looks like his pants are down around his ankles.	[]
Commentator	20	0	Somebody should let him know. Oh, and Old Surehand Mike Tafthill , who seems to be baking an imaginary cake, Dan.	[]
Dan	27	0	Yeah, not sure if that's meant to be a cake or, or perhaps a, a loaf of bread, but he definitely thinks he's baking something.	[]
Butters	15	0	Boy, I just don't get football. Guess that's why I suck at it.	[]
Stan	12	0	You don't suck at football, Butters, you suck at all sports.	[]
Butters	21	0	That's true. Old Eric tells me I should work at a Thai massage parlor, I'm so good at sucking.	[]
Cartman	4	0	That's right, Butters.	[]
Dan	15	0	And with that the Browns are ready to kick it off back to the Broncos	[]
Randy	22	0	All right all right, here we go boys! Watch them on the kickoff, all right? Special teams are the most important plays.	[]
Kyle	6	0	We don't have kickoffs anymore.	[]
Randy	1	0	Huh?	[]
Stan	18	0	The school said they're the most dangerous plays, so they don't have us do 'em anymore.	[]
Randy	8	1	Wait wait wait, wait. Whoa! What! The! FUCK?!	['fuck']
