character	value	profanities	line	profanityList
Magician	17	0	Okay, Carol, put the card you picked back into the deck so I can't see ittwah.	[]
Stan	4	0	What's going on?	[]
Butters	18	0	Uh this feller David Blaine. He's doin' magic tricks. Hey, where'd you get that ice cream?	[]
Blaine	15	0	Okay, now hold this card up to the crowd.  Was that the card you picked?	[]
Carol	10	0	No, I'm sorry. I picked the four of hearts.	[]
Blaine	6	0	Four of hearts? Really? Look again.	[]
Carol	2	0	Daa-ah!	[]
Crowd	1	0	Oooohhhh!	[]
Woman	1	0	Whoa	[]
Kyle	5	0	That's pretty cool, dude!	[]
Cartman	4	1	Who's this asshole?	['asshole']
Kyle	11	1	He's a magician named David Blaine, dude. He kicks ass.	['ass']
Cartman	9	0	Hey, where'd you guys get that ice cream?	[]
Blaine	15	0	Sir, c- could you come over here?  Now, what I want you to do, Mr...	[]
Jimbo	1	0	Kern.	[]
Blaine	20	0	Mr. Kern, I want you to just... think about a card. Pick any card, and picture it in your mind.	[]
Jimbo	2	0	O-kay.	[]
Blaine	23	1	Okay, jus... s think about your card.  okay, look at me.  Look at me... Look at me... okay, now reach up your ass.	['ass']
Jimbo	1	0	Huh??	[]
Blaine	6	1	Go on, reach up your ass.	['ass']
Jimbo	6	0	Uh, I don't feel nothin'.	[]
Blaine	1	0	Deeper.	[]
Jimbo	8	0	Hhud. I don't feel... hello... wait... wait...	[]
Blaine	6	0	Was that the card you picked?	[]
Jimbo	4	0	Yes! Oh my God!	[]
Man	2	0	O-hoho!	[]
Kyle	4	0	Wow, that's cool!	[]
Stan	5	0	How'd he do that??	[]
Blaine	28	0	Thank you. I've been traveling from town to town for quite a while. I've started quite a following, mostly because of my levitation tricktwah. Watch.  Watch.	[]
Crowd	1	0	Whoa!!!	[]
Stan	2	0	No way!	[]
Kyle	10	1	Damn. That guy is the coolest guy in the universe!	['damn']
Blaintologist	9	0	Pamphlet. Pamphlet. Here you go, kids,  take a pamphlet.	[]
Kyle	17	0	David Blaine Workshop. Learn all about David Blaine at the Center for Magic. Dude, we gotta go.	[]
Cartman	11	0	Yeah, and they probably teach you how to do magic tricks!	[]
Speaker	32	0	Hello, everyone. My name is Steven and I've been a Blaintologist for about three years. So, when David Blaine performed his miracles out on the street, what moved you the most?	[]
Stan	3	0	His a-miracles?	[]
Steven	20	0	Oh yes, you see, David Blaine is much more than a magician. He's a scholar, a visionary, a leader.	[]
Cartman	7	0	When are we gonna learn magic tricks?	[]
Stan	1	0	Yeah!	[]
Steven	34	0	Oh, I've got a trick for you to learn: I can show you how to make your true self appear. Let me ask you all something: Do you consider yourselves to be happy?	[]
Butters	19	0	I don't think I'm very happy. I always fall asleep to the sounds of my own screams.	[]
Steven	10	0	...Right, yeh. Eh, see, the reason that you are unha-	[]
Butters	23	0	And then I always get woken up in the morning by the sounds of my own screams. Do you think I'm unhappy?	[]
Steven	46	0	Wait, the.. the point is... that you can be happy. You see, your friends and parents have programmed you in a way that makes you feel isolated and alone. How many times have you felt like nobody knows the real... you?  You're not really happy.	[]
Kyle	5	0	I'm not really happy.	[]
Steven	7	0	Your potential hasn't even been reached.	[]
Kyle	7	0	My potential hasn't even been reached.	[]
Steven	28	0	If you look through David Blaine's incredible book, you'll find a lot of life's answers. Let's read some of the book together, shall we?	[]
Cartman	11	0	Then we get to be in David Blaine's secret club?	[]
Steven	3	0	That's right.	[]
Cartman	1	0	Cool.	[]
Sheila	5	0	Ike, eat your gefilte fish.	[]
Ike	2	0	No-oo.	[]
Kyle	14	0	Mom. Mom. I found out all about this great new magician named David Blaine.	[]
Sheila	6	0	That's nice, Kyle. Ike, eat!	[]
Kyle	37	0	We spent all afternoon learning about how we aren't actually happy. I had no idea how unhappy I was until today. They gave me this cool book to read, and I'm already on chapter four....	[]
Sheila	23	0	Well, it's nice to see you so interested in something, Kyle. Ike, for the love of Abraham, you are gonna eat this.	[]
Kyle	29	0	So can I go to the Magic Camp, to learn how to become a full member? All the other guys are doin' it, and it's only $69.95.	[]
Sheila	15	0	Magic Camp? I don't know, bubbe, ask your father.  Ike, you will eat this!	[]
Barber	10	0	Prepare to be cleansed and release the magic inside you.	[]
Butters	12	0	I am prepared.  Hoh, jeez, eh it sure got cold in here.	[]
Barber	1	0	Next?	[]
Steven	41	0	Congratulations, young Blaintologists. From this day, you are clean.  Now, we have very important work to do! David Blaine is going to put on a big magic show in Denver tomorrow night, where he's going to eat his own head.	[]
Recruits	1	0	Wow!	[]
Steven	28	0	So it's up to all you new Blaintologists to get as many people there as you can. Whoever gets the most people to come gets a prize!	[]
Stan	13	0	Kyle, I'm starting to think that this is a really bad idea.	[]
Butters	13	0	Ha-I'm not Kyle, I'm Butters. I thought you were Kyle.	[]
Stan	4	0	No, I'm Stan.	[]
Kyle	6	0	You're Stan? Where's Kenny?	[]
Stan	3	0	Who are you?	[]
Kyle	3	0	I'm Kyle.	[]
Cartman	6	0	Heheh, guess who I am, guys?	[]
Stan	11	0	Kyle, I think we may have gotten into something bad here.	[]
Kyle	12	0	What do you mean? We're learning all kinds of cool stuff.	[]
Stan	20	0	Look at us, dude. These people are trying to change us somehow. I think it's time we went home.	[]
Kyle	11	0	But David Blaine is gonna do more miracles in Denver tomorrow..	[]
Stan	9	0	I don't care! I'm leaving!  'Scuse me.	[]
Aide	4	0	Where are you going?	[]
Stan	4	0	I'm going home.	[]
Aide	7	0	You don't want to go home.	[]
Stan	10	0	You said we're free to leave whenever we want	[]
Aide	2	0	You are.	[]
Stan	5	0	Move out of the way.	[]
Aide	22	0	I'm not in the way. You are. Are you unhappy with the Church's teachings? Let's just talk about it	[]
Stan	11	0	I don't wanna talk about it, I jus' wanna leave.	[]
Aide	18	0	Why don't we go into the back room for a second, and talk? Then you can leave.	[]
Stan	12	0	That's okay, I... I changed my mind. I'm... gonna stay.	[]
