character	value	profanities	line	profanityList
Anchor	5	0	Fighting the frizzies, at 11.	[]
Mailman	39	1	We've all heard of Rudolph and his shiny nose And we all know Frosty who's made out of snow But all of those stories seem kind of... gay Cuz we all know who brightens up our holiday!	['gay']
Mailman and Kids	5	1	Mr. Hankey, the Christmas Poo	['poo']
Mailman	7	0	Small and brown, he comes from you.	[]
Mailman and Kids	7	0	Sit on the toilet; here he comes!	[]
Mailman	15	0	Squeeze in 'tween your festive buns.  A present from down below,  Spreading joy with a	[]
Mailman and Kids	2	1	Howdy Ho!	['ho']
Mailman	9	0	He's seen the love inside of you, 'cause	[]
Mailman and Kids	6	1	He's a piece of poo!	['poo']
Mailman	15	0	Sometimes he's nutty , sometimes he's corny . He can be brown or greenish brown .	[]
Kids	2	0	Mmm-mmm.	[]
Mailman	14	0	But if you eat fiber on Christmas Eve,  He might come to your town.	[]
Mailman and Kids	5	1	Mr. Hankey, the Christmas Poo	['poo']
Mailman	11	0	He loves me, I love you.  Therefore, vicariously he loves you	[]
Bradley Biggle	7	0	I can make a Mr. Hankey, too!	[]
Mr. Hankey	46	2	HOWDY HO! I'm Mr. Hankey, the Christmas Poo. Season's greetings to all of you. Let's sing songs and dance and play  Now, before I melt away  Here's a game I like to play: Stick me in your mouth and try to say,	['ho', 'poo']
All	6	2	Howdy ho ho, yum yum yum.	['ho', 'ho']
Mr. Hankey	3	0	Christmastime has come!	[]
Girl 1	4	0	Sometimes he's runny.	[]
Boy 1	4	0	Sometimes he's firm.	[]
Girl 2	5	0	Sometimes he's practically water.	[]
Man on Porto Potty	51	2	Sometimes he hangs off the end of your ass And won't fall in the toilet Cuz he's just clinging to your sphincter And he won't drop off and so you ...shake your ass around And try to get it to drop into the toilet And finally it does..	['ass', 'ass']
Mailman and Kids	5	1	Mr. Hankey, the Christmas Poo	['poo']
Mailman	7	0	When Christmas leaves; he must leave too.	[]
Mailman and Kids	17	0	Flush him down, but he's ne-ver gone! His smell and his spirit ling-ers on!	[]
Kids	2	1	Howdy Ho!	['ho']
Mr. Hankey	66	3	Howdy-ho, folks. We're gonna do somethin' a little bit different tonight. Instead of our normal thing, we're just gonna sit back and enjoy some holiday songs. And if ya don't like it, well, I guess you can suck my tiny little balls. So let's start off with a festive Hanukkah song, sung by my favorite Jewish person in the whole world.	['ho', 'balls', 'jewish']
Kyle	76	0	Okay, Ike. You're my little brother, so I have to show you how to celebrate Hanukkah.  This is called a dreidel. You spin it and see where it lands. And you sing this song: I have a little dreidel; I made it out of clay. And when it's dry and ready, with dreidel I shall play. Oh, Dreidel, dreidel, dreidel, I made you out of clay. Dreidel, dreidel, dreidel, with dreidel I shall play.	[]
Cartman	7	1	Hey, what the hell are you doing?!	['hell']
Kyle	10	0	Oh! Hey Cartman. We're playing dreidel; you wanna try?	[]
Cartman	26	1	Sure.  Here's a little dreidel that's small and made of clay. But I'm not gonna play with it, 'cause dreidel's freakin' gay.	['gay']
Kyle	5	0	Hey, shut your mouth, fatass!	[]
Cartman	11	3	Jews.. ...play stupid games Jews... that's why they're lame.	['jews', 'jews', 'lame']
Kyle	3	0	Dreidel, dreidel, dreidel,	[]
Cartman	1	1	Jews...	['jews']
Kyle	6	0	I made you out of clay.	[]
Cartman	3	0	...play stupid games.	[]
Kyle	3	0	Dreidel, dreidel, dreidel,	[]
Cartman	1	1	Jews...	['jews']
Kyle	5	0	with dreidel I shall play.	[]
Cartman	6	1	that's why they're lame.	['lame']
Stan	10	0	What's going on? ...Oh, it's that Hanukkah thing.	[]
Cartman	23	0	It's sooo amazing!  You spin this thing on the ground and it goes 'round and 'round. I could watch it aaall day!	[]
Stan	16	0	Let me try.  I'll try to make it spin. It fell; I'll try again.	[]
Kyle	10	0	Oh, Dreidel, dreidel, dreidel, I made you out of clay.	[]
Stan	7	0	I'll try to make it spin.	[]
Kyle	8	0	Dreidel, dreidel, dreidel, with dreidel I shall play.	[]
Stan	6	0	It fell; I'll try again.	[]
Kyle	4	0	Oh, Dreidel, dreidel, dreidel,	[]
Stan	3	0	I'll try	[]
Cartman	1	1	Jews..	['jews']
Kyle	6	0	I made you out of clay.	[]
Stan	4	0	to make it spin.	[]
Cartman	3	0	...play stupid games.	[]
Kyle	3	0	Dreidel, dreidel, dreidel,	[]
Stan	2	0	It fell;	[]
Cartman	1	1	Jews...	['jews']
Kyle	5	0	with dreidel I shall play.	[]
Stan	4	0	I'll try again.	[]
Cartman	6	1	that's why they're lame.	['lame']
Kyle	4	0	Hoh, Dreidel, dreidel, dreidel,	[]
Stan	3	0	I'll try	[]
Cartman	1	1	Jews...	['jews']
Kyle	6	0	I made you out of clay.	[]
Stan	4	0	to make it spin.	[]
Cartman	3	0	...play stupid games.	[]
Kyle	3	0	Dreidel, dreidel, dreidel,	[]
Stan	2	0	It fell;	[]
Cartman	1	1	Jews...	['jews']
Kyle	5	0	with dreidel I shall play.	[]
Stan	4	0	I'll try again.	[]
Cartman	6	1	that's why they're lame.	['lame']
Sheila	2	0	Hello, boys!	[]
Kyle	2	0	Hi, Mom!	[]
Sheila	23	0	Oh, how precious! You boys are all playing dreidel. Now, you know that dreidel is a time-honored tradition for the Hebrew people.	[]
Cartman	10	0	Yes, we know, Ms. Broflovski. It's so very interesting.	[]
Sheila	19	0	Now when you learn to make the dreidel spin You'll know our people always win. Keep spinning: Learn	[]
Cartman	1	1	Jews...	['jews']
Sheila	5	0	to make the dreidel spin	[]
Cartman	3	0	...play stupid games.	[]
Sheila	3	0	You'll know	[]
Cartman	1	1	Jews...	['jews']
Sheila	4	0	our people always win.	[]
Cartman	6	1	that's why they're lame.	['lame']
Kyle	3	0	Oh, hi Dad.	[]
Gerald	7	0	Hello, everybody. Say, can I join in?	[]
Kyle	24	0	Sure! I have a little dreidel; I made it out of clay. And when it's dry and ready, with dreidel I shall- everybody!	[]
Kyle	3	0	Dreidel, dreidel, dreidel,	[]
Stan	3	0	I'll try	[]
Sheila	4	0	Now when you learn	[]
Gerald	2	0	Courtney Cox,	[]
Cartman	1	1	Jews...	['jews']
Kyle	6	0	I made you out of clay.	[]
Stan	4	0	to make it spin.	[]
Sheila	5	0	to make the dreidel spin	[]
Gerald	3	0	I love you.	[]
Cartman	3	0	...play stupid games.	[]
Kyle	3	0	Dreidel, dreidel, dreidel,	[]
Stan	2	0	It fell;	[]
Sheila	3	0	You'll know	[]
Gerald	4	0	You're so hot	[]
Cartman	1	1	Jews...	['jews']
Kyle	5	0	with dreidel I shall play.	[]
Stan	4	0	I'll try again.	[]
Sheila	4	0	our people always win.	[]
Gerald	3	0	on that show.	[]
