character	value	profanities	line	profanityList
Kyle	45	0	It's the holiday season, but the good times... are ending.Because what matters most isn't what's good, it's what's trending. This younger generation, with their eyes and ears glued: What's trending to them is trenders who trend on YouTube.	[]
Cartman	8	0	Ahem, how's it going brahs? This is_CartmaaanBrah!	[]
Kyle	89	0	Comments on commentators, it's all changing so fast.Playing XBox with your brother is... just a thing of the past. Now with Ma on her iPad, and Dad trending or trying,All the family is scattered, and the living room's dying. Because it wasn't the outdoors or church or even trips to go ski, What brought families together most was a good old TV Now we watch things by ourselves and just tweet what we saw. And if you try to complain, you get called a-	[]
Girl	1	0	Grandpa!	[]
Kyle	5	0	I'm NOT a GRANDPA!	[]
Kyle	40	0	But now let me tweet this for you all to comment upon. The more connected we get, the more alone we become.If you want change like I do, and feel the same gloom,Then please follow THIS trend, #savethelivingroom	[]
Kyle	2	0	Whattaya think?	[]
Butters	6	1	Hmmm, it's kind of gay.	['gay']
Kyle	1	0	Really??	[]
Butters	10	0	I mean, havin' it all rhyme 'n stuff, you know?	[]
Kyle	14	1	Hm, I wasn't really going for gay, I was more going for wholesome.	['gay']
Butters	4	1	Well, gay is wholesome.	['gay']
Kyle	23	0	But it's gotta be perfect. We're trending well, but we need to attract more followers who want good old family values.	[]
Sheila	8	0	Kyle, Bill Cosby is here to see you.	[]
Kyle	2	0	Bill Cosby.	[]
Sheila	1	0	Yes.	[]
Kyle	5	0	Is here. To see me.	[]
Sheila	2	0	Yes._	[]
Bill Cosby	8	0	Oh! There he is comin' down the stairs.	[]
Kyle	1	0	Hello.	[]
Bill Cosby	18	1	Hello, son. Your savethelivingroom hash tag is getting a lot of attention and we think it's great.	['hash']
Kyle	1	0	We?	[]
Bill Cosby	49	0	I'm just a small part of a big epic holiday special, which is gonna air this weekend.__It's a shame how families don't gather in their living rooms like they used to, and we think a big holiday special is just the thing America needs now.	[]
Kyle	5	0	Wow.__Well that's awesome!	[]
Bill Cosby	25	1	Well the producers of the show saw how much your idea was trending and thought we should get your hash-tag on board with ours.	['hash']
Kyle	6	0	M-Ah, I'd love to.	[]
Bill Cosby	19	0	Great! I'll go right now and tell them you're on board. We've gotta do this quickly!	[]
Kyle	5	0	Uh okay! No problem!_	[]
Bill Cosby	10	0	This holiday special is gonna bring families together again, son!	[]
Kyle	4	0	Uh thanks, Mr. Cosby!	[]
