character	value	profanities	line	profanityList
Token	29	0	Pluto is also the furthest planet from the sun, though scientists believe more planets lie beyond it. I hope you enjoyed my report on the Solar System. Thank you.	[]
Mrs. Garrison	25	0	Okay, very nice, Token. Thank you. 'K kids, looks like we only have time for one more speech today, so let's have ah Eric.	[]
Cartman	89	5	Thank you, Mrs. Garrison.  My speech is entitled Ginger Kids: Children with red hair, light skin, and freckles.  We've all seen them - on the playground, at the store, walking on the streets - they creep us out and make us feel sick to our stomachs. I'm talking of course about... ginger kids.  Aww sick! Gross! Ginger kids are born with a disease which causes very light skin, red hair, and freckles.  Aw, nasty! Yuck!  This disease is called Gingervitus, and it occurs because ginger kids have no souls.	['ginger', 'ginger', 'ginger', 'gingervitus', 'ginger']
Kyle	1	0	What?!	[]
Cartman	26	2	Kids who have gingervitus cannot be cured.  Ah sick!  Gross!  Yeck!  Because their skin is so light, ginger kids must avoid the sun. Not unlike...  vampires.	['gingervitus', 'ginger']
Class	1	0	Aaaah.	[]
Kyle	18	0	That's not true, fatass! I have red hair, and I don't have to avoid the sun!	[]
Cartman	26	0	I was getting to that, if you will let me.  Some people have red hair, but not light skin and freckles. These people are called daywalkers.	[]
Butters	2	1	Ho! Daywalkers!	['ho']
Kyle	7	1	This is all a bunch of crap!	['crap']
Cartman	13	0	Mrs. Garrison, I'm really havin' a difficult time with all these interruptions...	[]
Mrs. Garrison	6	0	Kyle, let Eric give his presentation.	[]
Kyle	17	1	It's not a presentation, it's a hate speech! People aren't creeped out by gingers!	['gingers']
Clyde	2	0	I am.	[]
Mrs. Garrison	14	0	Kyle, if you wanna debate Eric, you can do so with your paper tomorrow!	[]
Kyle	3	0	Fine, I will!	[]
Cartman	84	5	Fine! In the meantime, shut your Goddamned daywalker mouth!  Let's see, where was I? Oh yes! Like vampires, the ginger gene is a curse,  and unless we work to rid the earth of that curse, the gingers could envelop our lives in blackness for all time. It is time that we all admit to ourselves that gingers are vile and disgusting. In conclusion, I will leave you with this: if you think that the ginger problem is not a serious one,  think again.	['goddamned', 'ginger', 'gingers', 'gingers', 'ginger']
Kyle	3	1	Stupid supremacist asswipe!	['asswipe']
Stan	6	0	Dude, what's the big deal?	[]
Kyle	33	0	What's the big deal? Don't you understand what ignorant prejudice like that can lead to? I have to disprove Cartman's hateful rumors! Do you know any red-haired, freckled kids?	[]
Stan	11	1	What about the Foley family? I think they're all ginger.	['ginger']
Three kids	1	0	Hello?	[]
Kyle	22	0	Hey. Wuh I'm giving a speech tomorrow about people with red hair and freckles. Can I ask you a few questions?	[]
Girl	4	0	Sure. Come on in.	[]
Boy	8	0	Mom, Dad, these boys wanna know about us.	[]
Father	5	0	What? Heh, hello there, kids.	[]
Kyle	15	0	We... came to learn the facts about people with red hair, light skin and freckles.	[]
Father	9	1	Oho, gingers, yes. Our cute little red-haired rascals.	['gingers']
Stan	16	0	I'm sorry, but I don't understand. You both have dark hair and brown eyes.	[]
Father	41	1	Yes, we've learned that the ginger gene is recessive in both our families' DNA. Actually, the odds of us having a red-haired freckled child were only one in four. And still it happened. Three times. What are the odds?	['ginger']
Mother	27	1	A lot of people carry the ginger gene and don't know.  If your spouse is also a carrier, then your children can turn out like... them.	['ginger']
Father	7	0	Each one of them's a blessing.	[]
Mother	9	0	Oh yes, each one of them's a blessing.	[]
Father	6	0	Huh Blesse-blessing full of love.	[]
Three kids	4	0	Thanks, Mom and Dad.	[]
Kyle	11	0	But it's... it's not true they... have no souls.	[]
Father	20	0	No... no, I'm sure they do.  Well it was nice meeting you boys. We've gotta get dinner started.	[]
Kyle	8	0	I just had a couple more questions about-	[]
