character	value	profanities	line	profanityList
Ms. Choksondik	18	0	Okay children, step off the bus and form a group next to the nice redneck - I mean, rancher.	[]
Rancher	9	0	Hello, boys and girls. My name is Rancher Bob.	[]
Ms. Choksondik	8	0	Let's all say hello to Rancher Bob.	[]
Kids	3	0	Hi, Rancher Bob.	[]
Rancher Bob	14	0	I'm pleased to show you all the wonderful world of beef. Follow me.	[]
Kyle	14	0	City kids get to go to museums for field trips. We get cow farms.	[]
Rancher Bob	25	0	Now, out here you can see our cattle. This is where the magic begins as the cows eat and sleep and prepare for certain death.	[]
Cartman	4	0	They look so delicious.	[]
Rancher Bob	17	0	Now here we have the slaughterhouse. This is where we turn the cows into steaks and burgers.	[]
Kids	1	0	Eewwww!!	[]
Kyle	2	0	Aw, dude.	[]
Rancher Bob	6	0	Hey, anybody want a free sample?	[]
Cartman	1	0	Memememee!	[]
Rancher Bob	45	0	And in here, boys and girls, we have our...  veal ranch.  You see, with veal the whole key is keepin' the cows chained so they can't walk around or get any exercise. That way, their muscle tissue stays soft, and makes for tender veal.	[]
Stan	8	0	Wait a minute. Veal is... little baby cows??	[]
Rancher Bob	1	0	Yeppir.	[]
Kyle	9	1	Then why the hell do they call it veal??	['hell']
Rancher Bob	13	0	Well, if we called it little baby cow people might not eat it.	[]
Stan	5	0	Yeah, I wouldn't have.	[]
Butters	3	0	Huh, me neither.	[]
Cartman	9	0	Oh, man, look at that one!  It looks delicious	[]
Kyle	1	0	What??	[]
Cartman	13	0	Mm, succulent and juicy.  Can we have a free sample of these, too?	[]
Rancher Bob	30	0	Well, no, but all these veals are goin' to the slaughterhouse tomorrow mornin'. They'll be steaks by tomorrow afternoon and then you can buy them at your grocery store.	[]
Cartman	1	0	Alriiight!	[]
Stan	7	0	Tomorrow morning?  Dude, we gotta help them.	[]
Kyle	1	0	Yeah.	[]
Stan	2	0	Pst, Cartman.	[]
Cartman	4	0	No, Uncle Jesse, no!	[]
Stan	3	0	Cartman, wake up!	[]
