character	value	profanities	line	profanityList
Mr. Garrison	26	0	Okay kids, let's take our seats.  There has been a change in school policy, and so I'm assigning you all a book to read.	[]
Cartman	6	0	Aww, books? God, I hate those!	[]
Mr. Garrison	17	0	Now, kids, this book is very controversial and has just been taken off the banned books list.	[]
Cartman	3	0	Oh really? Sweet.	[]
Mr. Garrison	15	0	It's called The Catcher In The Rye, and it has some very... risque parts...	[]
Stan	2	0	All right!	[]
Mr. Garrison	4	0	...and strong vulgar language...	[]
Kenny	2	0	(Awesome, dude!)	[]
Mr. Garrison	20	0	...and in fact many schools across the country still ban this book because it's thought to be so inappropriate.	[]
Cartman	6	0	Oho man, I can't wait!	[]
Mr. Garrison	16	0	Tonight I want you to read chapters one through five, and tomorrow we'll discuss the-	[]
Cartman	9	0	No on, come on, let's read it now!	[]
Kyle	17	0	Mr. Garrison, didn't the guy who shot John Lennon say it was because of this book?	[]
Mr. Garrison	23	0	Uh-yes, apparently John Lennon's killer said he was inspired by The Catcher In The Rye, but he was just a kook!	[]
Cartman	26	0	Whoa, you're telling us this book is filthy, inappropriate, and made a guy shoot the king of hippies? Can we please read this right now?!	[]
Mr. Garrison	18	0	You will read it at home,  and you will all be mature about its adult themes and language!	[]
Class	1	0	Awww!	[]
Stan	8	0	Did you get to any dirty parts yet?	[]
Kyle	15	1	No, it's still just some whiny, annoying teenager talking about how lame he is.	['lame']
Stan	25	2	I don't get it dude, w-what's so controversial about this? All he's done is said shit and fuck a few times.	['shit', 'fuck']
Kyle	12	0	I know. I'm almost at the end and there's nothing.	[]
Cartman	67	3	Motherfucker!  The whole thing! I read the whole fucking thing! I kept thinking, alright, I guess the cool offensive stuff must be coming, and then after like a hundred pages I was like alright, I guess all the dirty stuff is at the end, and then I got to the last page, and I was all the fuck is this?! I just read a book! For nothing!	['motherfucker', 'fucking', 'fuck']
Kyle	7	1	Why the hell was this book banned?!	['hell']
Cartman	22	1	They fucking tricked us, that's what they did! Tricked us into reading a book by, enticing us with promises of vulgarity!	['fucking']
Kenny	11	1	(Dude, what the fuck is so filthy or offensive in here?)	['fuck']
Cartman	7	0	We know, we were just saying that.	[]
Stan	10	0	Why would anyone think this book so obscene or dangerous?	[]
Butters	19	0	Kill John Lennon...  Kill John Lennon... Kill John Lennon...  Kill John Lennon!  Hey dad, where does John Lennon live?	[]
Stephen	5	0	John Lennon's dead, Butters.	[]
Butters	2	0	Aww. Dangit.	[]
Kyle	8	0	Dude, some people really do consider this obscene.	[]
Cartman	11	1	It's not obscene, dude! I'll show them fucking obscene!	['fucking']
Stan	9	0	Hey yeah, we should write our own banned book.	[]
Cartman	12	0	Yeah, we could get a book banned way more than this one.	[]
Kyle	2	0	Yeah, sweet.	[]
Kenny	1	0	(Awesome.)	[]
Kyle	3	0	The Tale of...	[]
Cartman	5	1	The Tale of... Scrotie McDickinass.	['mcdickinass']
Kenny	4	1	(No, No, Scrotie McBoogerballs)	['mcboogerballs']
Kyle	13	0	Oh that's,  yeah that's good, that's good. Alright, chapter... one...	[]
Cartman	7	0	It was a... a warm spring morning.	[]
Sharon	53	2	The Tale of Scrotie McBoogerballs?  It was a warm summer morning when Scrotie McBoogerballs awoke to find his...  Ew. He took a...  What? Oh. OH! Oh my God! He then grabbed his dog's  Ehohoh, oh my God! Walking out of his house he spotted the bloodiest pus-covered  Nooo! Nooo!  Noho! Nooo!	['mcboogerballs', 'mcboogerballs']
Sharon	8	0	Randy?  Randy! Randy, you need to read this!	[]
Randy	2	0	Read what?	[]
Sharon	9	0	This book! Our son and his friends wrote it!	[]
Randy	1	0	So?	[]
